"gene","symbol","module","chromosome","gene_strand","TSS","promoter_start","promoter_end","erv_fragment_id","repeat_start","repeat_end","erv_strand","repName","repFamily","repeat_part","percent_divergence"
"ENSG00000082781.12","ITGB5","red","chr3","-",124901418,124900919,124903418,"chr3_124903144_124903351_MLT1A0",124903144,124903351,"+","MLT1A0","ERVL-MaLR","LTR_or_other",16.4
"ENSG00000185900.11","POMK","tan","chr8","+",43093498,43091498,43093997,"chr8_43091933_43092093_LTR14C",43091933,43092093,"-","LTR14C","ERVK","LTR_or_other",9.3
"ENSG00000167380.17","ZNF226","blue","chr19","+",44165073,44163073,44165572,"chr19_44162930_44163156_MLT1A1",44162930,44163156,"-","MLT1A1","ERVL-MaLR","LTR_or_other",21.4
"ENSG00000167380.17","ZNF226","blue","chr19","+",44165073,44163073,44165572,"chr19_44163197_44163255_MER68B",44163197,44163255,"-","MER68B","ERVL","LTR_or_other",6.8
"ENSG00000167380.17","ZNF226","blue","chr19","+",44165073,44163073,44165572,"chr19_44164479_44164746_MLT1A0",44164479,44164746,"-","MLT1A0","ERVL-MaLR","LTR_or_other",20.7
"ENSG00000232692.1","ENSG00000232692","green","chr21","+",26378552,26376552,26379051,"chr21_26376666_26377053_MLT1B",26376666,26377053,"-","MLT1B","ERVL-MaLR","LTR_or_other",13.8
"ENSG00000106125.14","MINDY4","steelblue","chr7","+",30771417,30769417,30771916,"chr7_30769959_30769997_MLT1B",30769959,30769997,"+","MLT1B","ERVL-MaLR","LTR_or_other",16.2
"ENSG00000106125.14","MINDY4","steelblue","chr7","+",30771417,30769417,30771916,"chr7_30770314_30770667_MLT1B",30770314,30770667,"+","MLT1B","ERVL-MaLR","LTR_or_other",16.2
"ENSG00000267065.2","LINC02080","blue","chr17","+",76799044,76797044,76799543,"chr17_76797201_76797746_MER41B",76797201,76797746,"-","MER41B","ERV1","LTR_or_other",15.9
"ENSG00000267065.2","LINC02080","blue","chr17","+",76799044,76797044,76799543,"chr17_76797747_76797890_MER21C",76797747,76797890,"-","MER21C","ERVL","LTR_or_other",23.3
"ENSG00000267065.2","LINC02080","blue","chr17","+",76799044,76797044,76799543,"chr17_76798188_76798651_MER21C",76798188,76798651,"-","MER21C","ERVL","LTR_or_other",21.7
"ENSG00000282393.1","ENSG00000282393","grey","chr19","-",251571,251072,253571,"chr19_251143_251254_MER34B-int",251143,251254,"+","MER34B-int","ERV1","internal",18.3
"ENSG00000282393.1","ENSG00000282393","grey","chr19","-",251571,251072,253571,"chr19_251296_251631_MER31-int",251296,251631,"+","MER31-int","ERV1","internal",26.5
"ENSG00000282393.1","ENSG00000282393","grey","chr19","-",251571,251072,253571,"chr19_251757_251970_MER31-int",251757,251970,"+","MER31-int","ERV1","internal",25.8
"ENSG00000282393.1","ENSG00000282393","grey","chr19","-",251571,251072,253571,"chr19_251978_252327_MLT2B2",251978,252327,"-","MLT2B2","ERVL","LTR_or_other",21.3
"ENSG00000282393.1","ENSG00000282393","grey","chr19","-",251571,251072,253571,"chr19_252328_252692_THE1C",252328,252692,"-","THE1C","ERVL-MaLR","LTR_or_other",14.1
"ENSG00000282393.1","ENSG00000282393","grey","chr19","-",251571,251072,253571,"chr19_252693_252919_MLT2B2",252693,252919,"-","MLT2B2","ERVL","LTR_or_other",23.1
"ENSG00000282393.1","ENSG00000282393","grey","chr19","-",251571,251072,253571,"chr19_252945_253011_MLT2B3",252945,253011,"-","MLT2B3","ERVL","LTR_or_other",19.4
"ENSG00000282393.1","ENSG00000282393","grey","chr19","-",251571,251072,253571,"chr19_253037_253104_MLT2B3",253037,253104,"-","MLT2B3","ERVL","LTR_or_other",19.1
"ENSG00000282393.1","ENSG00000282393","grey","chr19","-",251571,251072,253571,"chr19_253130_253197_MLT2B3",253130,253197,"-","MLT2B3","ERVL","LTR_or_other",19.1
"ENSG00000282393.1","ENSG00000282393","grey","chr19","-",251571,251072,253571,"chr19_253201_253501_MER31-int",253201,253501,"+","MER31-int","ERV1","internal",18.7
"ENSG00000282393.1","ENSG00000282393","grey","chr19","-",251571,251072,253571,"chr19_253507_253574_MER92-int",253507,253574,"+","MER92-int","ERV1","internal",17.6
"ENSG00000271778.1","ENSG00000271778","salmon","chr3","+",158782547,158780547,158783046,"chr3_158780679_158781078_MLT1L",158780679,158781078,"-","MLT1L","ERVL-MaLR","LTR_or_other",28.2
"ENSG00000285280.2","ENSG00000285280","grey","chr1","-",192957713,192957214,192959713,"chr1_192958401_192958635_MLT2B2",192958401,192958635,"+","MLT2B2","ERVL","LTR_or_other",16.1
"ENSG00000235151.1","ENSG00000235151","turquoise","chr2","+",241844380,241842380,241844879,"chr2_241842614_241842651_MLT2D",241842614,241842651,"+","MLT2D","ERVL","LTR_or_other",24.5
"ENSG00000159231.6","CBR3","turquoise","chr21","+",36137825,36135825,36138324,"chr21_36136538_36136608_LTR16C",36136538,36136608,"+","LTR16C","ERVL","LTR_or_other",19.7
"ENSG00000214826.5","DDX12P","turquoise","chr12","-",9448229,9447730,9450229,"chr12_9449409_9450949_LTR12C",9449409,9450949,"-","LTR12C","ERV1","LTR_or_other",9.5
"ENSG00000182841.13","RRP7BP","greenyellow","chr22","-",42582039,42581540,42584039,"chr22_42583042_42583237_MLT1G",42583042,42583237,"-","MLT1G","ERVL-MaLR","LTR_or_other",25.6
"ENSG00000153790.12","C7orf31","green","chr7","-",25180356,25179857,25182356,"chr7_25180984_25181361_THE1D",25180984,25181361,"+","THE1D","ERVL-MaLR","LTR_or_other",13.6
"ENSG00000153790.12","C7orf31","green","chr7","-",25180356,25179857,25182356,"chr7_25181438_25181959_LTR45C",25181438,25181959,"+","LTR45C","ERV1","LTR_or_other",13.1
"ENSG00000165169.11","DYNLT3","black","chrX","-",37847571,37847072,37849571,"chrX_37848383_37848465_MLT1D",37848383,37848465,"-","MLT1D","ERVL-MaLR","LTR_or_other",18.2
"ENSG00000165169.11","DYNLT3","black","chrX","-",37847571,37847072,37849571,"chrX_37848466_37849080_MER51A",37848466,37849080,"-","MER51A","ERV1","LTR_or_other",10.6
"ENSG00000165169.11","DYNLT3","black","chrX","-",37847571,37847072,37849571,"chrX_37849398_37849482_MER51A",37849398,37849482,"-","MER51A","ERV1","LTR_or_other",10.6
"ENSG00000165169.11","DYNLT3","black","chrX","-",37847571,37847072,37849571,"chrX_37849483_37849845_MLT1D",37849483,37849845,"-","MLT1D","ERVL-MaLR","LTR_or_other",18.7
"ENSG00000129910.8","CDH15","black","chr16","+",89171748,89169748,89172247,"chr16_89170953_89171017_MER41A",89170953,89171017,"+","MER41A","ERV1","LTR_or_other",15.4
"ENSG00000253636.1","ENSG00000253636","salmon","chr8","+",73052178,73050178,73052677,"chr8_73049880_73050317_MER89",73049880,73050317,"-","MER89","ERV1","LTR_or_other",23.5
"ENSG00000253636.1","ENSG00000253636","salmon","chr8","+",73052178,73050178,73052677,"chr8_73051572_73051733_LTR41C",73051572,73051733,"-","LTR41C","ERVL","LTR_or_other",12.9
"ENSG00000270332.3","SMC2-DT","blue","chr9","-",104093073,104092574,104095073,"chr9_104092839_104093157_MLT1A0",104092839,104093157,"+","MLT1A0","ERVL-MaLR","LTR_or_other",23.4
"ENSG00000188185.13","LINC00265","green","chr7","+",39733430,39731430,39733929,"chr7_39733897_39734333_LTR24",39733897,39734333,"+","LTR24","ERV1","LTR_or_other",15.6
"ENSG00000160213.9","CSTB","blue","chr21","-",43776330,43775831,43778330,"chr21_43775666_43776004_MER31A",43775666,43776004,"+","MER31A","ERV1","LTR_or_other",17.9
"ENSG00000240207.7","ENSG00000240207","salmon","chr3","+",158734561,158732561,158735060,"chr3_158734427_158734529_MLT1K",158734427,158734529,"+","MLT1K","ERVL-MaLR","LTR_or_other",25.7
"ENSG00000240207.7","ENSG00000240207","salmon","chr3","+",158734561,158732561,158735060,"chr3_158734637_158734981_MLT1A1",158734637,158734981,"-","MLT1A1","ERVL-MaLR","LTR_or_other",18.8
"ENSG00000196247.13","ZNF107","grey","chr7","+",64666099,64664099,64666598,"chr7_64664240_64664981_MER57A-int",64664240,64664981,"-","MER57A-int","ERV1","internal",15.7
"ENSG00000167216.19","KATNAL2","blue","chr18","+",46917508,46915508,46918007,"chr18_46915471_46915601_MLT1O",46915471,46915601,"+","MLT1O","ERVL-MaLR","LTR_or_other",30.8
"ENSG00000180957.19","PITPNB","brown","chr22","-",27920134,27919635,27922134,"chr22_27921453_27921777_MER31A",27921453,27921777,"-","MER31A","ERV1","LTR_or_other",13
"ENSG00000237032.1","RPSAP7","grey","chr10","-",14724055,14723556,14726055,"chr10_14724020_14724048_LTR6A",14724020,14724048,"+","LTR6A","ERV1","LTR_or_other",3.5
"ENSG00000237032.1","RPSAP7","grey","chr10","-",14724055,14723556,14726055,"chr10_14725406_14725816_MLT1A",14725406,14725816,"-","MLT1A","ERVL-MaLR","LTR_or_other",22.9
"ENSG00000287966.1","ENSG00000287966","purple","chr6","-",27019898,27019399,27021898,"chr6_27021503_27021757_LTR37B",27021503,27021757,"-","LTR37B","ERV1","LTR_or_other",29.7
"ENSG00000287966.1","ENSG00000287966","purple","chr6","-",27019898,27019399,27021898,"chr6_27021802_27021991_LTR37B",27021802,27021991,"-","LTR37B","ERV1","LTR_or_other",28.9
"ENSG00000106392.11","C1GALT1","grey60","chr7","+",7156934,7154934,7157433,"chr7_7154662_7155005_THE1A",7154662,7155005,"+","THE1A","ERVL-MaLR","LTR_or_other",9.9
"ENSG00000138801.9","PAPSS1","turquoise","chr4","-",107720234,107719735,107722234,"chr4_107722071_107722141_MLT1E1A",107722071,107722141,"+","MLT1E1A","ERVL-MaLR","LTR_or_other",17.1
"ENSG00000202415.1","RN7SKP269","grey60","chr1","+",9947318,9945318,9947817,"chr1_9946678_9947000_MLT1B",9946678,9947000,"+","MLT1B","ERVL-MaLR","LTR_or_other",22.1
"ENSG00000124678.20","TCP11","darkorange","chr6","-",35148610,35148111,35150610,"chr6_35150292_35150452_MLT1L",35150292,35150452,"+","MLT1L","ERVL-MaLR","LTR_or_other",24.4
"ENSG00000077616.11","NAALAD2","turquoise","chr11","+",90131515,90129515,90132014,"chr11_90129597_90129721_LTR83",90129597,90129721,"+","LTR83","ERVL","LTR_or_other",25.8
"ENSG00000196812.6","ZSCAN16","brown","chr6","+",28107689,28105689,28108188,"chr6_28106145_28106439_MER110A",28106145,28106439,"+","MER110A","ERV1","LTR_or_other",18.8
"ENSG00000196812.6","ZSCAN16","brown","chr6","+",28107689,28105689,28108188,"chr6_28107220_28107380_MER110A",28107220,28107380,"+","MER110A","ERV1","LTR_or_other",22.6
"ENSG00000197594.14","ENPP1","turquoise","chr6","+",131808020,131806020,131808519,"chr6_131806032_131806676_LTR9A1",131806032,131806676,"-","LTR9A1","ERV1","LTR_or_other",18.5
"ENSG00000287608.1","ENSG00000287608","pink","chr19","-",53473936,53473437,53475936,"chr19_53472912_53474406_HERV3-int",53472912,53474406,"-","HERV3-int","ERV1","internal",21.9
"ENSG00000287608.1","ENSG00000287608","pink","chr19","-",53473936,53473437,53475936,"chr19_53474699_53476350_HERV3-int",53474699,53476350,"-","HERV3-int","ERV1","internal",21.9
"ENSG00000254997.4","KRTAP5-9","greenyellow","chr11","+",71548420,71546420,71548919,"chr11_71546352_71546591_MER72",71546352,71546591,"+","MER72","ERV1","LTR_or_other",19.7
"ENSG00000254997.4","KRTAP5-9","greenyellow","chr11","+",71548420,71546420,71548919,"chr11_71546974_71547207_MLT1H1",71546974,71547207,"+","MLT1H1","ERVL-MaLR","LTR_or_other",19.2
"ENSG00000258308.6","ENSG00000258308","grey","chr12","-",101962414,101961915,101964414,"chr12_101961926_101962172_MLT1H",101961926,101962172,"+","MLT1H","ERVL-MaLR","LTR_or_other",25.4
"ENSG00000258308.6","ENSG00000258308","grey","chr12","-",101962414,101961915,101964414,"chr12_101962173_101962577_MLT1A1",101962173,101962577,"-","MLT1A1","ERVL-MaLR","LTR_or_other",19.9
"ENSG00000258308.6","ENSG00000258308","grey","chr12","-",101962414,101961915,101964414,"chr12_101962578_101962802_MLT1H",101962578,101962802,"+","MLT1H","ERVL-MaLR","LTR_or_other",25.4
"ENSG00000258308.6","ENSG00000258308","grey","chr12","-",101962414,101961915,101964414,"chr12_101963013_101963068_MLT1H",101963013,101963068,"+","MLT1H","ERVL-MaLR","LTR_or_other",25.4
"ENSG00000258308.6","ENSG00000258308","grey","chr12","-",101962414,101961915,101964414,"chr12_101963749_101963837_MLT1G3",101963749,101963837,"+","MLT1G3","ERVL-MaLR","LTR_or_other",16.9
"ENSG00000114030.13","KPNA1","brown","chr3","-",122514945,122514446,122516945,"chr3_122515890_122516180_LTR102_Mam",122515890,122516180,"-","LTR102_Mam","ERVL","LTR_or_other",18.1
"ENSG00000114030.13","KPNA1","brown","chr3","-",122514945,122514446,122516945,"chr3_122516845_122517397_MLT1E1A",122516845,122517397,"+","MLT1E1A","ERVL-MaLR","LTR_or_other",21.4
"ENSG00000232884.10","ENSG00000232884","cyan","chr21","-",14763259,14762760,14765259,"chr21_14763753_14764150_MLT1J1",14763753,14764150,"-","MLT1J1","ERVL-MaLR","LTR_or_other",28.3
"ENSG00000232884.10","ENSG00000232884","cyan","chr21","-",14763259,14762760,14765259,"chr21_14764489_14764891_MSTB",14764489,14764891,"+","MSTB","ERVL-MaLR","LTR_or_other",16.7
"ENSG00000232023.3","LINC01807","green","chr2","-",228841689,228841190,228843689,"chr2_228841884_228842095_MLT1I",228841884,228842095,"+","MLT1I","ERVL-MaLR","LTR_or_other",27.2
"ENSG00000232023.3","LINC01807","green","chr2","-",228841689,228841190,228843689,"chr2_228842421_228842552_MLT1I",228842421,228842552,"+","MLT1I","ERVL-MaLR","LTR_or_other",27.2
"ENSG00000181061.14","HIGD1A","yellow","chr3","-",42804490,42803991,42806490,"chr3_42804874_42805377_PABL_B",42804874,42805377,"-","PABL_B","ERV1","LTR_or_other",23.2
"ENSG00000181061.14","HIGD1A","yellow","chr3","-",42804490,42803991,42806490,"chr3_42805688_42806456_MER4E1",42805688,42806456,"-","MER4E1","ERV1","LTR_or_other",6.9
"ENSG00000248406.1","ENSG00000248406","grey","chr19","-",12383687,12383188,12385687,"chr19_12384304_12384554_MER68",12384304,12384554,"+","MER68","ERVL","LTR_or_other",26.4
"ENSG00000248406.1","ENSG00000248406","grey","chr19","-",12383687,12383188,12385687,"chr19_12384555_12384967_MSTC",12384555,12384967,"+","MSTC","ERVL-MaLR","LTR_or_other",18.8
"ENSG00000248406.1","ENSG00000248406","grey","chr19","-",12383687,12383188,12385687,"chr19_12384968_12385125_MER68",12384968,12385125,"+","MER68","ERVL","LTR_or_other",26.4
"ENSG00000214514.8","KRT42P","darkgreen","chr17","-",41640199,41639700,41642199,"chr17_41640859_41640889_MLT1D",41640859,41640889,"+","MLT1D","ERVL-MaLR","LTR_or_other",20
"ENSG00000214514.8","KRT42P","darkgreen","chr17","-",41640199,41639700,41642199,"chr17_41641201_41641599_MLT1D",41641201,41641599,"+","MLT1D","ERVL-MaLR","LTR_or_other",20
"ENSG00000278959.1","ENSG00000278959","salmon","chr7","-",93956519,93956020,93958519,"chr7_93956812_93956915_MLT1K",93956812,93956915,"-","MLT1K","ERVL-MaLR","LTR_or_other",26
"ENSG00000278959.1","ENSG00000278959","salmon","chr7","-",93956519,93956020,93958519,"chr7_93957361_93957725_THE1B",93957361,93957725,"+","THE1B","ERVL-MaLR","LTR_or_other",13.8
"ENSG00000255085.8","ENSG00000255085","blue","chr8","+",144700353,144698353,144700852,"chr8_144698014_144698426_MSTB1",144698014,144698426,"+","MSTB1","ERVL-MaLR","LTR_or_other",15.5
"ENSG00000250995.1","TMEM30BP1","turquoise","chrX","+",118769796,118767796,118770295,"chrX_118768239_118768497_MLT1F2",118768239,118768497,"-","MLT1F2","ERVL-MaLR","LTR_or_other",22.4
"ENSG00000250995.1","TMEM30BP1","turquoise","chrX","+",118769796,118767796,118770295,"chrX_118768498_118768938_MLT1C",118768498,118768938,"+","MLT1C","ERVL-MaLR","LTR_or_other",19.4
"ENSG00000250995.1","TMEM30BP1","turquoise","chrX","+",118769796,118767796,118770295,"chrX_118768936_118769224_MLT1F2",118768936,118769224,"-","MLT1F2","ERVL-MaLR","LTR_or_other",22.4
"ENSG00000261488.1","TBILA","pink","chr3","+",112133423,112131423,112133922,"chr3_112133828_112134565_LTR1F2",112133828,112134565,"+","LTR1F2","ERV1","LTR_or_other",17.7
"ENSG00000259342.1","ENSG00000259342","pink","chr15","-",45441808,45441309,45443808,"chr15_45441584_45442168_LTR66",45441584,45442168,"-","LTR66","ERVL","LTR_or_other",6.7
"ENSG00000249489.1","GAPDHP70","magenta","chr11","-",88409223,88408724,88411223,"chr11_88409766_88409844_MLT1B",88409766,88409844,"-","MLT1B","ERVL-MaLR","LTR_or_other",20.4
"ENSG00000249489.1","GAPDHP70","magenta","chr11","-",88409223,88408724,88411223,"chr11_88410153_88410482_MLT1B",88410153,88410482,"-","MLT1B","ERVL-MaLR","LTR_or_other",20.4
"ENSG00000289522.1","ENSG00000289522","purple","chr15","+",25636451,25634451,25636950,"chr15_25635119_25635523_MLT1B",25635119,25635523,"-","MLT1B","ERVL-MaLR","LTR_or_other",21.1
"ENSG00000289522.1","ENSG00000289522","purple","chr15","+",25636451,25634451,25636950,"chr15_25636096_25636572_MER9B",25636096,25636572,"+","MER9B","ERVK","LTR_or_other",7.3
"ENSG00000289522.1","ENSG00000289522","purple","chr15","+",25636451,25634451,25636950,"chr15_25636576_25637468_HERVK9-int",25636576,25637468,"+","HERVK9-int","ERVK","internal",18
"ENSG00000240392.1","RPL9P3","magenta","chr14","+",35262462,35260462,35262961,"chr14_35260251_35260917_LTR76",35260251,35260917,"+","LTR76","ERV1","LTR_or_other",10.2
"ENSG00000244471.6","ENSG00000244471","blue","chr13","+",52489217,52487217,52489716,"chr13_52487216_52487798_MER77",52487216,52487798,"+","MER77","ERVL","LTR_or_other",20.6
"ENSG00000244471.6","ENSG00000244471","blue","chr13","+",52489217,52487217,52489716,"chr13_52488523_52488607_MER21B",52488523,52488607,"+","MER21B","ERVL","LTR_or_other",19.8
"ENSG00000187627.17","RGPD1","grey","chr2","+",86913783,86911783,86914282,"chr2_86912059_86912468_MLT1J1",86912059,86912468,"-","MLT1J1","ERVL-MaLR","LTR_or_other",28.6
"ENSG00000134291.12","TMEM106C","blue","chr12","+",47963569,47961569,47964068,"chr12_47962512_47963230_LTR8",47962512,47963230,"-","LTR8","ERV1","LTR_or_other",18.6
"ENSG00000123179.14","EBPL","turquoise","chr13","-",49691486,49690987,49693486,"chr13_49692068_49692150_PABL_A",49692068,49692150,"+","PABL_A","ERV1","LTR_or_other",7.1
"ENSG00000123179.14","EBPL","turquoise","chr13","-",49691486,49690987,49693486,"chr13_49692446_49692997_PABL_A",49692446,49692997,"+","PABL_A","ERV1","LTR_or_other",7.1
"ENSG00000213186.8","TRIM59","salmon","chr3","-",160485773,160485274,160487773,"chr3_160487561_160488037_MLT1C",160487561,160488037,"-","MLT1C","ERVL-MaLR","LTR_or_other",16.4
"ENSG00000229956.11","ZRANB2-AS2","purple","chr1","+",71081324,71079324,71081823,"chr1_71081718_71082102_LTR46",71081718,71082102,"+","LTR46","ERV1","LTR_or_other",13.3
"ENSG00000103740.10","ACSBG1","pink","chr15","-",78245688,78245189,78247688,"chr15_78245272_78246702_LTR12C",78245272,78246702,"-","LTR12C","ERV1","LTR_or_other",6.2
"ENSG00000103740.10","ACSBG1","pink","chr15","-",78245688,78245189,78247688,"chr15_78247269_78247306_MLT1D",78247269,78247306,"+","MLT1D","ERVL-MaLR","LTR_or_other",10.5
"ENSG00000103740.10","ACSBG1","pink","chr15","-",78245688,78245189,78247688,"chr15_78247603_78247835_MLT1D",78247603,78247835,"+","MLT1D","ERVL-MaLR","LTR_or_other",18.4
"ENSG00000183239.5","ENSG00000183239","magenta","chr6","-",44089696,44089197,44091696,"chr6_44089964_44090305_LTR16A2",44089964,44090305,"-","LTR16A2","ERVL","LTR_or_other",17.7
"ENSG00000225200.2","ENSG00000225200","magenta","chr14","-",105979146,105978647,105981146,"chr14_105979230_105979956_MER89-int",105979230,105979956,"-","MER89-int","ERV1","internal",33.3
"ENSG00000106080.11","FKBP14","grey","chr7","-",30022816,30022317,30024816,"chr7_30023584_30023950_THE1B",30023584,30023950,"-","THE1B","ERVL-MaLR","LTR_or_other",12.9
"ENSG00000161640.15","SIGLEC11","cyan","chr19","-",49961172,49960673,49963172,"chr19_49961392_49961733_MER77",49961392,49961733,"+","MER77","ERVL","LTR_or_other",22.7
"ENSG00000262587.3","ENSG00000262587","lightgreen","chr16","+",25031695,25029695,25032194,"chr16_25030521_25030610_MSTA",25030521,25030610,"-","MSTA","ERVL-MaLR","LTR_or_other",15.6
"ENSG00000262587.3","ENSG00000262587","lightgreen","chr16","+",25031695,25029695,25032194,"chr16_25030684_25030783_MSTA",25030684,25030783,"-","MSTA","ERVL-MaLR","LTR_or_other",15
"ENSG00000274776.1","ENSG00000274776","tan","chr18","-",46789297,46788798,46791297,"chr18_46789142_46789546_MER51B",46789142,46789546,"+","MER51B","ERV1","LTR_or_other",8.8
"ENSG00000274776.1","ENSG00000274776","tan","chr18","-",46789297,46788798,46791297,"chr18_46789757_46790229_MER77",46789757,46790229,"+","MER77","ERVL","LTR_or_other",21.6
"ENSG00000274776.1","ENSG00000274776","tan","chr18","-",46789297,46788798,46791297,"chr18_46790523_46790586_MER77",46790523,46790586,"+","MER77","ERVL","LTR_or_other",21.6
"ENSG00000280033.1","ENSG00000280033","darkred","chr17","+",32159311,32157311,32159810,"chr17_32158819_32158875_MER21C",32158819,32158875,"-","MER21C","ERVL","LTR_or_other",14
