"gene","symbol_gtf","gene_type","chromosome","gene_start","gene_end","strand","gene_clean","TSS","gene_length"
"ENSG00000207265.1","Y_RNA","misc_RNA","chr19",52259076,52259187,"-","ENSG00000207265",52259187,112
"ENSG00000196214.11","ZNF766","protein_coding","chr19",52269587,52296046,"+","ENSG00000196214",52269587,26460
"ENSG00000208002.1","MIR643","miRNA","chr19",52281797,52281893,"+","ENSG00000208002",52281797,97
"ENSG00000269102.1","ENSG00000269102","lncRNA","chr19",52284780,52297920,"-","ENSG00000269102",52297920,13141
"ENSG00000198464.14","ZNF480","protein_coding","chr19",52297169,52325922,"+","ENSG00000198464",52297169,28754
"ENSG00000269535.1","ENSG00000269535","lncRNA","chr19",52300693,52345229,"-","ENSG00000269535",52345229,44537
"ENSG00000167554.15","ZNF610","protein_coding","chr19",52336243,52367778,"+","ENSG00000167554",52336243,31536
"ENSG00000221923.9","ZNF880","protein_coding","chr19",52369917,52385795,"+","ENSG00000221923",52369917,15879
"ENSG00000269834.7","ZNF528-AS1","lncRNA","chr19",52389019,52397783,"-","ENSG00000269834",52397783,8765
"ENSG00000277977.1","ENSG00000277977","unprocessed_pseudogene","chr19",52392659,52392755,"+","ENSG00000277977",52392659,97
"ENSG00000167555.14","ZNF528","protein_coding","chr19",52397849,52418403,"+","ENSG00000167555",52397849,20555
"ENSG00000269776.1","DPPA5P1","processed_pseudogene","chr19",52425863,52426202,"-","ENSG00000269776",52426202,340
"ENSG00000198633.11","ZNF534","protein_coding","chr19",52429148,52452315,"+","ENSG00000198633",52429148,23168
"ENSG00000258405.11","ZNF578","protein_coding","chr19",52453553,52516882,"+","ENSG00000258405",52453553,63330
"ENSG00000288253.1","ENSG00000288253","lncRNA","chr19",52453613,52458507,"+","ENSG00000288253",52453613,4895
"ENSG00000278543.1","ENSG00000278543","unprocessed_pseudogene","chr19",52473336,52475239,"-","ENSG00000278543",52475239,1904
"ENSG00000198482.14","ZNF808","protein_coding","chr19",52527652,52564464,"+","ENSG00000198482",52527652,36813
"ENSG00000167562.14","ZNF701","protein_coding","chr19",52570040,52587174,"+","ENSG00000167562",52570040,17135
"ENSG00000289102.1","ENSG00000289102","lncRNA","chr19",52558017,52559570,"+","ENSG00000289102",52558017,1554
"ENSG00000268886.1","ENSG00000268886","lncRNA","chr19",52575883,52575894,"-","ENSG00000268886",52575894,12
"ENSG00000123870.10","ZNF137P","transcribed_unprocessed_pseudogene","chr19",52588505,52597345,"+","ENSG00000123870",52588505,8841
"ENSG00000167766.20","ZNF83","protein_coding","chr19",52594060,52674253,"-","ENSG00000167766",52674253,80194
"ENSG00000268970.1","ENSG00000268970","lncRNA","chr19",52597699,52598887,"-","ENSG00000268970",52598887,1189
"ENSG00000269825.2","ENSG00000269825","protein_coding","chr19",52650447,52690533,"-","ENSG00000269825",52690533,40087
"ENSG00000288953.1","ENSG00000288953","lncRNA","chr19",52699353,52700660,"-","ENSG00000288953",52700660,1308
"ENSG00000213020.10","ZNF611","protein_coding","chr19",52702813,52735073,"-","ENSG00000213020",52735073,32261
"ENSG00000189190.11","ZNF600","protein_coding","chr19",52749942,52786807,"-","ENSG00000189190",52786807,36866
"ENSG00000198538.11","ZNF28","protein_coding","chr19",52797408,52821669,"-","ENSG00000198538",52821669,24262
"ENSG00000255875.2","PABPN1P2","processed_pseudogene","chr19",52809824,52810708,"+","ENSG00000255875",52809824,885
"ENSG00000204604.13","ZNF468","protein_coding","chr19",52838010,52857649,"-","ENSG00000204604",52857649,19640
"ENSG00000182986.15","ZNF320","protein_coding","chr19",52860851,52897693,"-","ENSG00000182986",52897693,36843
"ENSG00000283695.1","ENSG00000283695","unprocessed_pseudogene","chr19",52865369,52865429,"-","ENSG00000283695",52865429,61
"ENSG00000213793.6","ZNF888","protein_coding","chr19",52904415,52923470,"-","ENSG00000213793",52923470,19056
"ENSG00000269646.1","ENSG00000269646","lncRNA","chr19",52923673,52924075,"+","ENSG00000269646",52923673,403
"ENSG00000213801.4","ZNF321P","transcribed_processed_pseudogene","chr19",52927135,52942601,"-","ENSG00000213801",52942601,15467
"ENSG00000180257.14","ZNF816","protein_coding","chr19",52949379,52962911,"-","ENSG00000180257",52962911,13533
"ENSG00000242779.7","ZNF702P","transcribed_processed_pseudogene","chr19",52966896,53037898,"-","ENSG00000242779",53037898,71003
"ENSG00000268282.1","ENSG00000268282","processed_pseudogene","chr19",53004040,53005150,"+","ENSG00000268282",53004040,1111
"ENSG00000267943.1","ENSG00000267943","lncRNA","chr19",53007512,53013180,"+","ENSG00000267943",53007512,5669
"ENSG00000269526.2","ERVV-1","protein_coding","chr19",53013921,53016123,"+","ENSG00000269526",53013921,2203
"ENSG00000268964.3","ERVV-2","protein_coding","chr19",53044740,53051680,"+","ENSG00000268964",53044740,6941
"ENSG00000170949.18","ZNF160","protein_coding","chr19",53066606,53103434,"-","ENSG00000170949",53103434,36829
"ENSG00000170954.12","ZNF415","protein_coding","chr19",53107879,53133077,"-","ENSG00000170954",53133077,25199
"ENSG00000197937.13","ZNF347","protein_coding","chr19",53124072,53159060,"-","ENSG00000197937",53159060,34989
"ENSG00000197497.11","ZNF665","protein_coding","chr19",53159213,53193386,"-","ENSG00000197497",53193386,34174
"ENSG00000269001.3","ENSG00000269001","transcribed_unprocessed_pseudogene","chr19",53197091,53219422,"+","ENSG00000269001",53197091,22332
"ENSG00000267809.1","NDUFV2P1","processed_pseudogene","chr19",53223973,53224879,"-","ENSG00000267809",53224879,907
"ENSG00000197928.11","ZNF677","protein_coding","chr19",53235381,53254898,"-","ENSG00000197928",53254898,19518
"ENSG00000269288.1","ENSG00000269288","lncRNA","chr19",53240675,53241913,"+","ENSG00000269288",53240675,1239
"ENSG00000196131.6","VN1R2","protein_coding","chr19",53258292,53261837,"+","ENSG00000196131",53258292,3546
"ENSG00000228567.3","VN1R4","protein_coding","chr19",53266676,53267723,"-","ENSG00000228567",53267723,1048
"ENSG00000269758.1","ENSG00000269758","lncRNA","chr19",53267870,53270932,"-","ENSG00000269758",53270932,3063
"ENSG00000189348.6","FAM90A27P","transcribed_unprocessed_pseudogene","chr19",53281559,53284944,"+","ENSG00000189348",53281559,3386
"ENSG00000163098.6","BIRC8","transcribed_processed_pseudogene","chr19",53289601,53291426,"-","ENSG00000163098",53291426,1826
"ENSG00000269118.1","FAM90A28P","transcribed_unprocessed_pseudogene","chr19",53299051,53308644,"-","ENSG00000269118",53308644,9594
"ENSG00000174677.4","VN1R6P","unitary_pseudogene","chr19",53315137,53316043,"+","ENSG00000174677",53315137,907
"ENSG00000213799.13","ZNF845","protein_coding","chr19",53333749,53356906,"+","ENSG00000213799",53333749,23158
"ENSG00000203326.12","ZNF525","protein_coding","chr19",53365704,53392217,"+","ENSG00000203326",53365704,26514
"ENSG00000196417.13","ZNF765","protein_coding","chr19",53389793,53430413,"+","ENSG00000196417",53389793,40621
"ENSG00000239912.1","RPL39P36","processed_pseudogene","chr19",53413190,53413345,"+","ENSG00000239912",53413190,156
"ENSG00000241015.2","TPM3P9","transcribed_processed_pseudogene","chr19",53441796,53444670,"+","ENSG00000241015",53441796,2875
"ENSG00000160336.17","ZNF761","protein_coding","chr19",53445001,53461862,"+","ENSG00000160336",53445001,16862
"ENSG00000287608.1","ENSG00000287608","lncRNA","chr19",53434661,53473936,"-","ENSG00000287608",53473936,39276
"ENSG00000198346.11","ZNF813","protein_coding","chr19",53467733,53496255,"+","ENSG00000198346",53467733,28523
"ENSG00000250731.1","TPM3P6","processed_pseudogene","chr19",53479350,53480091,"+","ENSG00000250731",53479350,742
"ENSG00000213777.5","ENSG00000213777","transcribed_processed_pseudogene","chr19",53503392,53512687,"+","ENSG00000213777",53503392,9296
"ENSG00000274892.1","ENSG00000274892","unprocessed_pseudogene","chr19",53512412,53512600,"-","ENSG00000274892",53512600,189
"ENSG00000130844.19","ZNF331","protein_coding","chr19",53519527,53580269,"+","ENSG00000130844",53519527,60743
"ENSG00000268864.4","ENSG00000268864","transcribed_unprocessed_pseudogene","chr19",53599628,53608451,"-","ENSG00000268864",53608451,8824
"ENSG00000269608.1","OSTCP3","processed_pseudogene","chr19",53616802,53617254,"+","ENSG00000269608",53616802,453
"ENSG00000242668.3","RN7SL317P","misc_RNA","chr19",53629713,53630041,"+","ENSG00000242668",53629713,329
"ENSG00000204595.1","DPRX","protein_coding","chr19",53632056,53637009,"+","ENSG00000204595",53632056,4954
"ENSG00000200393.1","RNU6-698P","snRNA","chr19",53653685,53653791,"+","ENSG00000200393",53653685,107
"ENSG00000270347.1","ENSG00000270347","unprocessed_pseudogene","chr19",53657400,53658462,"-","ENSG00000270347",53658462,1063
"ENSG00000207645.2","MIR512-1","miRNA","chr19",53666679,53666762,"+","ENSG00000207645",53666679,84
"ENSG00000207644.1","MIR512-2","miRNA","chr19",53669157,53669254,"+","ENSG00000207644",53669157,98
"ENSG00000221017.1","MIR1323","miRNA","chr19",53671968,53672040,"+","ENSG00000221017",53671968,73
"ENSG00000207869.1","MIR498","miRNA","chr19",53674197,53674320,"+","ENSG00000207869",53674197,124
"ENSG00000207599.1","MIR520E","miRNA","chr19",53675711,53675797,"+","ENSG00000207599",53675711,87
"ENSG00000207616.1","MIR515-1","miRNA","chr19",53679003,53679085,"+","ENSG00000207616",53679003,83
"ENSG00000207810.1","MIR519E","miRNA","chr19",53679940,53680023,"+","ENSG00000207810",53679940,84
"ENSG00000283540.1","MIR520F","miRNA","chr19",53682159,53682245,"+","ENSG00000283540",53682159,87
"ENSG00000207615.3","MIR515-2","miRNA","chr19",53685009,53685091,"+","ENSG00000207615",53685009,83
"ENSG00000207788.1","MIR519C","miRNA","chr19",53686469,53686555,"+","ENSG00000207788",53686469,87
"ENSG00000221421.1","MIR1283-1","miRNA","chr19",53688481,53688567,"+","ENSG00000221421",53688481,87
"ENSG00000207594.1","MIR520A","miRNA","chr19",53690881,53690965,"+","ENSG00000207594",53690881,85
"ENSG00000207580.1","MIR526B","miRNA","chr19",53694393,53694475,"+","ENSG00000207580",53694393,83
"ENSG00000207825.1","MIR519B","miRNA","chr19",53695213,53695293,"+","ENSG00000207825",53695213,81
"ENSG00000207711.1","MIR525","miRNA","chr19",53697533,53697617,"+","ENSG00000207711",53697533,85
"ENSG00000283455.1","MIR523","miRNA","chr19",53698385,53698471,"+","ENSG00000283455",53698385,87
"ENSG00000207706.1","MIR518F","miRNA","chr19",53700015,53700101,"+","ENSG00000207706",53700015,87
"ENSG00000207722.1","MIR520B","miRNA","chr19",53701227,53701287,"+","ENSG00000207722",53701227,61
"ENSG00000207862.1","MIR518B","miRNA","chr19",53702737,53702819,"+","ENSG00000207862",53702737,83
"ENSG00000207629.1","MIR526A1","miRNA","chr19",53706252,53706336,"+","ENSG00000207629",53706252,85
"ENSG00000207738.1","MIR520C","miRNA","chr19",53707453,53707539,"+","ENSG00000207738",53707453,87
"ENSG00000283490.1","MIR518C","miRNA","chr19",53708735,53708835,"+","ENSG00000283490",53708735,101
"ENSG00000283289.1","MIR524","miRNA","chr19",53711002,53711088,"+","ENSG00000283289",53711002,87
"ENSG00000207734.1","MIR517A","miRNA","chr19",53712268,53712354,"+","ENSG00000207734",53712268,87
"ENSG00000207981.1","MIR519D","miRNA","chr19",53713347,53713434,"+","ENSG00000207981",53713347,88
"ENSG00000207549.1","MIR521-2","miRNA","chr19",53716594,53716680,"+","ENSG00000207549",53716594,87
"ENSG00000251843.1","RNU6-803P","snRNA","chr19",53719064,53719165,"-","ENSG00000251843",53719165,102
"ENSG00000207735.1","MIR520D","miRNA","chr19",53720096,53720182,"+","ENSG00000207735",53720096,87
"ENSG00000207837.1","MIR517B","miRNA","chr19",53721076,53721142,"+","ENSG00000207837",53721076,67
"ENSG00000207799.1","MIR520G","miRNA","chr19",53722166,53722255,"+","ENSG00000207799",53722166,90
"ENSG00000207925.1","MIR516B2","miRNA","chr19",53725442,53725526,"+","ENSG00000207925",53725442,85
"ENSG00000211532.1","MIR526A2","miRNA","chr19",53726922,53726986,"+","ENSG00000211532",53726922,65
"ENSG00000207987.1","MIR518E","miRNA","chr19",53729838,53729925,"+","ENSG00000207987",53729838,88
"ENSG00000207803.1","MIR518A1","miRNA","chr19",53731006,53731090,"+","ENSG00000207803",53731006,85
"ENSG00000252734.1","RNU6-980P","snRNA","chr19",53732981,53733083,"-","ENSG00000252734",53733083,103
"ENSG00000283330.1","MIR518D","miRNA","chr19",53734877,53734963,"+","ENSG00000283330",53734877,87
"ENSG00000207946.3","MIR516B1","miRNA","chr19",53736845,53736934,"+","ENSG00000207946",53736845,90
"ENSG00000207699.1","MIR518A2","miRNA","chr19",53739333,53739419,"+","ENSG00000207699",53739333,87
"ENSG00000207838.1","MIR517C","miRNA","chr19",53741313,53741407,"+","ENSG00000207838",53741313,95
"ENSG00000207861.1","MIR520H","miRNA","chr19",53742512,53742599,"+","ENSG00000207861",53742512,88
"ENSG00000252025.1","RNU6-982P","snRNA","chr19",53745004,53745105,"-","ENSG00000252025",53745105,102
"ENSG00000207634.1","MIR521-1","miRNA","chr19",53748636,53748722,"+","ENSG00000207634",53748636,87
"ENSG00000252191.1","RNU6-751P","snRNA","chr19",53749851,53749951,"-","ENSG00000252191",53749951,101
"ENSG00000283685.1","MIR522","miRNA","chr19",53751211,53751297,"+","ENSG00000283685",53751211,87
"ENSG00000207992.1","MIR519A1","miRNA","chr19",53752397,53752481,"+","ENSG00000207992",53752397,85
"ENSG00000207979.1","MIR527","miRNA","chr19",53754018,53754102,"+","ENSG00000207979",53754018,85
"ENSG00000207767.3","MIR516A1","miRNA","chr19",53756741,53756830,"+","ENSG00000207767",53756741,90
"ENSG00000221548.1","MIR1283-2","miRNA","chr19",53758232,53758318,"+","ENSG00000221548",53758232,87
"ENSG00000252063.1","RNU6-1041P","snRNA","chr19",53760087,53760188,"-","ENSG00000252063",53760188,102
"ENSG00000207620.1","MIR516A2","miRNA","chr19",53761133,53761222,"+","ENSG00000207620",53761133,90
"ENSG00000269842.5","ENSG00000269842","lncRNA","chr19",53761961,53764199,"+","ENSG00000269842",53761961,2239
"ENSG00000252979.1","RNU6-165P","snRNA","chr19",53766534,53766632,"-","ENSG00000252979",53766632,99
"ENSG00000237589.1","HMGN1P32","processed_pseudogene","chr19",53767971,53768553,"-","ENSG00000237589",53768553,583
"ENSG00000229000.1","SEPTIN7P8","processed_pseudogene","chr19",53772506,53773280,"-","ENSG00000229000",53773280,775
"ENSG00000238150.1","ENSG00000238150","processed_pseudogene","chr19",53775599,53775882,"+","ENSG00000238150",53775599,284
"ENSG00000269877.3","ENSG00000269877","lncRNA","chr19",53787597,53788169,"-","ENSG00000269877",53788169,573
"ENSG00000199143.1","MIR373","miRNA","chr19",53788705,53788773,"+","ENSG00000199143",53788705,69
"ENSG00000269564.1","ENSG00000269564","lncRNA","chr19",53788782,53789168,"+","ENSG00000269564",53788782,387
"ENSG00000142405.22","NLRP12","protein_coding","chr19",53793741,53824394,"-","ENSG00000142405",53824394,30654
"ENSG00000228323.2","MYADM-AS1","lncRNA","chr19",53854581,53869107,"-","ENSG00000228323",53869107,14527
"ENSG00000179820.16","MYADM","protein_coding","chr19",53864763,53876435,"+","ENSG00000179820",53864763,11673
"ENSG00000126583.12","PRKCG","protein_coding","chr19",53879190,53907652,"+","ENSG00000126583",53879190,28463
"ENSG00000105605.8","CACNG7","protein_coding","chr19",53909278,53943950,"+","ENSG00000105605",53909278,34673
"ENSG00000142408.7","CACNG8","protein_coding","chr19",53962937,53990215,"+","ENSG00000142408",53962937,27279
"ENSG00000130433.8","CACNG6","protein_coding","chr19",53991637,54012666,"+","ENSG00000130433",53991637,21030
"ENSG00000276206.1","ENSG00000276206","unprocessed_pseudogene","chr19",54031412,54031504,"+","ENSG00000276206",54031412,93
"ENSG00000189068.11","VSTM1","protein_coding","chr19",54040825,54063953,"-","ENSG00000189068",54063953,23129
"ENSG00000248385.8","TARM1","protein_coding","chr19",54069895,54081365,"-","ENSG00000248385",54081365,11471
"ENSG00000170909.14","OSCAR","protein_coding","chr19",54094668,54102692,"-","ENSG00000170909",54102692,8025
"ENSG00000170906.16","NDUFA3","protein_coding","chr19",54102728,54109257,"+","ENSG00000170906",54102728,6530
"ENSG00000105619.14","TFPT","protein_coding","chr19",54108026,54115409,"-","ENSG00000105619",54115409,7384
"ENSG00000105618.14","PRPF31","protein_coding","chr19",54115658,54131719,"+","ENSG00000105618",54115658,16062
"ENSG00000237017.1","ENSG00000237017","lncRNA","chr19",54119511,54125343,"-","ENSG00000237017",54125343,5833
"ENSG00000088038.19","CNOT3","protein_coding","chr19",54137749,54155160,"+","ENSG00000088038",54137749,17412
"ENSG00000105617.4","LENG1","protein_coding","chr19",54155682,54159721,"-","ENSG00000105617",54159721,4040
"ENSG00000167608.12","TMC4","protein_coding","chr19",54160108,54173250,"-","ENSG00000167608",54173250,13143
"ENSG00000125505.17","MBOAT7","protein_coding","chr19",54173412,54189882,"-","ENSG00000125505",54189882,16471
"ENSG00000170892.13","TSEN34","protein_coding","chr19",54189938,54194536,"+","ENSG00000170892",54189938,4599
"ENSG00000223660.1","ENSG00000223660","lncRNA","chr19",54199454,54199971,"-","ENSG00000223660",54199971,518
"ENSG00000170889.14","RPS9","protein_coding","chr19",54200858,54249003,"+","ENSG00000170889",54200858,48146
"ENSG00000224579.1","ENSG00000224579","unprocessed_pseudogene","chr19",54209092,54209418,"-","ENSG00000224579",54209418,327
"ENSG00000204577.12","LILRB3","protein_coding","chr19",54216278,54223506,"-","ENSG00000204577",54223506,7229
"ENSG00000269524.1","ENSG00000269524","lncRNA","chr19",54224523,54224881,"+","ENSG00000269524",54224523,359
"ENSG00000235081.1","ENSG00000235081","processed_pseudogene","chr19",54229036,54230213,"+","ENSG00000235081",54229036,1178
"ENSG00000244482.10","LILRA6","protein_coding","chr19",54236592,54242791,"-","ENSG00000244482",54242791,6200
"ENSG00000249189.1","ENSG00000249189","unprocessed_pseudogene","chr19",54246101,54246280,"-","ENSG00000249189",54246280,180
"ENSG00000105609.17","LILRB5","protein_coding","chr19",54249421,54257301,"-","ENSG00000105609",54257301,7881
"ENSG00000212314.2","RNU6-1307P","snRNA","chr19",54263951,54264053,"-","ENSG00000212314",54264053,103
"ENSG00000240296.1","ENSG00000240296","processed_pseudogene","chr19",54268005,54269045,"+","ENSG00000240296",54268005,1041
"ENSG00000131042.15","LILRB2","protein_coding","chr19",54273812,54281184,"-","ENSG00000131042",54281184,7373
"ENSG00000264703.1","MIR4752","miRNA","chr19",54282109,54282180,"+","ENSG00000264703",54282109,72
"ENSG00000240197.1","ENSG00000240197","unprocessed_pseudogene","chr19",54294049,54294366,"-","ENSG00000240197",54294366,318
"ENSG00000276758.1","ENSG00000276758","unprocessed_pseudogene","chr19",54296194,54296252,"-","ENSG00000276758",54296252,59
