"gene","module","gene_clean","symbol","is_GenAge","symbol_gtf","gene_type","chromosome","gene_start","gene_end","strand","TSS","gene_length","ERV_position_eligible","promoter_ERV_n","promoter_ERV_any","promoter_ERV_families","nearest_ERV_distance","nearest_ERV_fragment_id","nearest_ERV_repName","nearest_ERV_family","nearest_ERV_part","nearest_ERV_start","nearest_ERV_end","nearest_ERV_strand","nearest_ERV_direction","nearest_ERV_signed_distance"
"ENSG00000236849.6","turquoise","ENSG00000236849","LINC01474",FALSE,"LINC01474","lncRNA","chr9",72871130,72874135,"-",72874135,3006,TRUE,1,TRUE,"ERVL-MaLR",0,"chr9_72873938_72874322_MSTA","MSTA","ERVL-MaLR","LTR_or_other",72873938,72874322,"-","overlaps_TSS",0
"ENSG00000287378.1","blue","ENSG00000287378","ENSG00000287378",FALSE,"ENSG00000287378","lncRNA","chr3",100132903,100260264,"-",100260264,127362,TRUE,1,TRUE,"ERVL-MaLR",490,"chr3_100259676_100259773_MLT1J-int","MLT1J-int","ERVL-MaLR","internal",100259676,100259773,"+","downstream",490
"ENSG00000262870.1","midnightblue","ENSG00000262870","CYCSP40",FALSE,"CYCSP40","processed_pseudogene","chr17",77198950,77199543,"-",77199543,594,TRUE,0,FALSE,NA,10044,"chr17_77189063_77189498_LTR54","LTR54","ERV1","LTR_or_other",77189063,77189498,"-","downstream",10044
"ENSG00000114735.10","blue","ENSG00000114735","HEMK1",FALSE,"HEMK1","protein_coding","chr3",50569152,50596168,"+",50569152,27017,TRUE,0,FALSE,NA,15181,"chr3_50584334_50584805_MLT1D","MLT1D","ERVL-MaLR","LTR_or_other",50584334,50584805,"+","downstream",15181
"ENSG00000214176.10","black","ENSG00000214176","PLEKHM1P1",FALSE,"PLEKHM1P1","transcribed_unprocessed_pseudogene","chr17",64779259,64837207,"-",64837207,57949,TRUE,0,FALSE,NA,5770,"chr17_64830611_64831436_MER4D","MER4D","ERV1","LTR_or_other",64830611,64831436,"+","downstream",5770
"ENSG00000231064.8","blue","ENSG00000231064","THBS3-AS1",FALSE,"THBS3-AS1","lncRNA","chr1",155194997,155205495,"+",155194997,10499,TRUE,0,FALSE,NA,33010,"chr1_155161877_155161986_MLT2D","MLT2D","ERVL","LTR_or_other",155161877,155161986,"-","upstream",-33010
"ENSG00000211644.3","paleturquoise","ENSG00000211644","IGLV1-51",FALSE,"IGLV1-51","IG_V_gene","chr22",22322472,22322969,"+",22322472,498,TRUE,0,FALSE,NA,3918,"chr22_22326391_22326547_LTR37B","LTR37B","ERV1","LTR_or_other",22326391,22326547,"-","downstream",3918
"ENSG00000185189.18","blue","ENSG00000185189","NRBP2",FALSE,"NRBP2","protein_coding","chr8",143833583,143840973,"-",143840973,7391,TRUE,2,TRUE,"ERVL",1260,"chr8_143842234_143842366_MER77","MER77","ERVL","LTR_or_other",143842234,143842366,"+","upstream",-1260
"ENSG00000217783.2","blue","ENSG00000217783","LDHAL6FP",FALSE,"LDHAL6FP","processed_pseudogene","chr6",157299045,157300126,"-",157300126,1082,TRUE,0,FALSE,NA,23848,"chr6_157276129_157276277_MLT1C","MLT1C","ERVL-MaLR","LTR_or_other",157276129,157276277,"-","downstream",23848
"ENSG00000255150.2","green","ENSG00000255150","EID3",FALSE,"EID3","protein_coding","chr12",104303739,104305205,"+",104303739,1467,TRUE,0,FALSE,NA,9064,"chr12_104293662_104294674_LTR13","LTR13","ERVK","LTR_or_other",104293662,104294674,"-","upstream",-9064
"ENSG00000287814.1","grey","ENSG00000287814","ENSG00000287814",FALSE,"ENSG00000287814","lncRNA","chr5",172479274,172536444,"+",172479274,57171,TRUE,2,TRUE,"ERVL;ERVL-MaLR",502,"chr5_172478398_172478771_MLT1A","MLT1A","ERVL-MaLR","LTR_or_other",172478398,172478771,"-","upstream",-502
"ENSG00000233690.1","blue","ENSG00000233690","EBAG9P1",FALSE,"EBAG9P1","processed_pseudogene","chr10",99697407,99697949,"-",99697949,543,TRUE,0,FALSE,NA,13853,"chr10_99711803_99712216_MSTB","MSTB","ERVL-MaLR","LTR_or_other",99711803,99712216,"-","upstream",-13853
"ENSG00000241061.3","magenta","ENSG00000241061","RPL5P1",FALSE,"RPL5P1","processed_pseudogene","chr15",24908932,24909825,"-",24909825,894,TRUE,3,TRUE,"ERV1;ERVL-MaLR",116,"chr15_24909942_24910145_PABL_B","PABL_B","ERV1","LTR_or_other",24909942,24910145,"-","upstream",-116
"ENSG00000181291.8","turquoise","ENSG00000181291","TMEM132E",FALSE,"TMEM132E","protein_coding","chr17",34579487,34639318,"+",34579487,59832,TRUE,0,FALSE,NA,4002,"chr17_34575111_34575484_MLT1B","MLT1B","ERVL-MaLR","LTR_or_other",34575111,34575484,"+","upstream",-4002
"ENSG00000271904.1","grey","ENSG00000271904","ENSG00000271904",FALSE,"ENSG00000271904","lncRNA","chr5",88433892,88498697,"-",88498697,64806,TRUE,2,TRUE,"ERVL;ERVL-MaLR",0,"chr5_88498416_88498968_LTR16D2","LTR16D2","ERVL","LTR_or_other",88498416,88498968,"-","overlaps_TSS",0
"ENSG00000248971.2","blue","ENSG00000248971","KRT8P46",FALSE,"KRT8P46","processed_pseudogene","chr4",102728746,102730171,"-",102730171,1426,TRUE,2,TRUE,"ERV1",83,"chr4_102730255_102730501_LTR21A","LTR21A","ERV1","LTR_or_other",102730255,102730501,"-","upstream",-83
"ENSG00000243107.1","turquoise","ENSG00000243107","ENSG00000243107",FALSE,"ENSG00000243107","lncRNA","chr7",92205698,92206857,"-",92206857,1160,TRUE,0,FALSE,NA,5516,"chr7_92212374_92212740_MLT1A","MLT1A","ERVL-MaLR","LTR_or_other",92212374,92212740,"+","upstream",-5516
"ENSG00000274156.1","darkred","ENSG00000274156","ENSG00000274156",FALSE,"ENSG00000274156","lncRNA","chr12",50934942,50935464,"-",50935464,523,TRUE,1,TRUE,"ERV1",1366,"chr12_50933991_50934097_LTR72B","LTR72B","ERV1","LTR_or_other",50933991,50934097,"+","downstream",1366
"ENSG00000185666.15","grey","ENSG00000185666","SYN3",FALSE,"SYN3","protein_coding","chr22",32507820,33058381,"-",33058381,550562,TRUE,2,TRUE,"ERVL-MaLR",1219,"chr22_33059601_33059720_MSTD","MSTD","ERVL-MaLR","LTR_or_other",33059601,33059720,"+","upstream",-1219
"ENSG00000050438.17","turquoise","ENSG00000050438","SLC4A8",FALSE,"SLC4A8","protein_coding","chr12",51403073,51515763,"+",51403073,112691,TRUE,2,TRUE,"ERV1;ERVL-MaLR",232,"chr12_51402792_51402840_MLT1L","MLT1L","ERVL-MaLR","LTR_or_other",51402792,51402840,"+","upstream",-232
"ENSG00000182742.6","turquoise","ENSG00000182742","HOXB4",FALSE,"HOXB4","protein_coding","chr17",48575507,48578350,"-",48578350,2844,TRUE,0,FALSE,NA,76373,"chr17_48654724_48654763_MLT2B4","MLT2B4","ERVL","LTR_or_other",48654724,48654763,"-","upstream",-76373
"ENSG00000121104.8","turquoise","ENSG00000121104","FAM117A",FALSE,"FAM117A","protein_coding","chr17",49710332,49789180,"-",49789180,78849,TRUE,0,FALSE,NA,44380,"chr17_49833561_49833865_MLT1H2","MLT1H2","ERVL-MaLR","LTR_or_other",49833561,49833865,"+","upstream",-44380
"ENSG00000229153.6","pink","ENSG00000229153","EPHA1-AS1",FALSE,"EPHA1-AS1","lncRNA","chr7",143407784,143523449,"+",143407784,115666,TRUE,1,TRUE,"ERVL",937,"chr7_143406021_143406846_MER21B","MER21B","ERVL","LTR_or_other",143406021,143406846,"+","upstream",-937
"ENSG00000103044.11","salmon","ENSG00000103044","HAS3",FALSE,"HAS3","protein_coding","chr16",69105653,69117668,"+",69105653,12016,TRUE,0,FALSE,NA,30854,"chr16_69074292_69074798_MER41C","MER41C","ERV1","LTR_or_other",69074292,69074798,"-","upstream",-30854
"ENSG00000108424.11","brown","ENSG00000108424","KPNB1",FALSE,"KPNB1","protein_coding","chr17",47649476,47685505,"+",47649476,36030,TRUE,0,FALSE,NA,13329,"chr17_47636057_47636146_MLT1J","MLT1J","ERVL-MaLR","LTR_or_other",47636057,47636146,"+","upstream",-13329
"ENSG00000228779.1","grey","ENSG00000228779","ENSG00000228779",FALSE,"ENSG00000228779","lncRNA","chr16",125737,127219,"+",125737,1483,TRUE,0,FALSE,NA,20263,"chr16_146001_146181_MSTC","MSTC","ERVL-MaLR","LTR_or_other",146001,146181,"+","downstream",20263
"ENSG00000139219.19","lightcyan","ENSG00000139219","COL2A1",FALSE,"COL2A1","protein_coding","chr12",47972967,48004506,"-",48004506,31540,TRUE,0,FALSE,NA,41275,"chr12_47962512_47963230_LTR8","LTR8","ERV1","LTR_or_other",47962512,47963230,"-","downstream",41275
"ENSG00000136982.6","grey","ENSG00000136982","DSCC1",FALSE,"DSCC1","protein_coding","chr8",119833976,119855894,"-",119855894,21919,TRUE,1,TRUE,"ERV1",645,"chr8_119856540_119856701_MER4CL34","MER4CL34","ERV1","LTR_or_other",119856540,119856701,"-","upstream",-645
"ENSG00000225269.3","grey","ENSG00000225269","LINC00705",FALSE,"LINC00705","lncRNA","chr10",4655427,4682722,"+",4655427,27296,TRUE,1,TRUE,"ERVL-MaLR",0,"chr10_4655387_4655746_MSTD","MSTD","ERVL-MaLR","LTR_or_other",4655387,4655746,"-","overlaps_TSS",0
"ENSG00000168060.16","turquoise","ENSG00000168060","NAALADL1",FALSE,"NAALADL1","protein_coding","chr11",65044829,65058553,"-",65058553,13725,TRUE,0,FALSE,NA,2623,"chr11_65061177_65061476_MLT1F","MLT1F","ERVL-MaLR","LTR_or_other",65061177,65061476,"+","upstream",-2623
"ENSG00000053372.5","brown","ENSG00000053372","MRTO4",FALSE,"MRTO4","protein_coding","chr1",19251805,19260128,"+",19251805,8324,TRUE,0,FALSE,NA,4612,"chr1_19246834_19247192_MLT1B","MLT1B","ERVL-MaLR","LTR_or_other",19246834,19247192,"+","upstream",-4612
"ENSG00000101049.18","turquoise","ENSG00000101049","SGK2",FALSE,"SGK2","protein_coding","chr20",43558968,43588237,"+",43558968,29270,TRUE,0,FALSE,NA,12364,"chr20_43571333_43571613_LTR16","LTR16","ERVL","LTR_or_other",43571333,43571613,"-","downstream",12364
"ENSG00000119729.12","yellow","ENSG00000119729","RHOQ",FALSE,"RHOQ","protein_coding","chr2",46542578,46584688,"+",46542578,42111,TRUE,0,FALSE,NA,3519,"chr2_46538992_46539058_MLT1O","MLT1O","ERVL-MaLR","LTR_or_other",46538992,46539058,"-","upstream",-3519
"ENSG00000115935.18","green","ENSG00000115935","WIPF1",FALSE,"WIPF1","protein_coding","chr2",174559572,174682916,"-",174682916,123345,TRUE,1,TRUE,"ERV1",944,"chr2_174683861_174684493_LTR8","LTR8","ERV1","LTR_or_other",174683861,174684493,"+","upstream",-944
"ENSG00000169627.9","magenta","ENSG00000169627","BOLA2B",FALSE,"BOLA2B","protein_coding","chr16",30192932,30194306,"-",30194306,1375,TRUE,0,FALSE,NA,14228,"chr16_30179803_30180077_MLT1K","MLT1K","ERVL-MaLR","LTR_or_other",30179803,30180077,"-","downstream",14228
"ENSG00000280832.2","turquoise","ENSG00000280832","GSEC",FALSE,"GSEC","lncRNA","chr11",126340882,126355587,"-",126355587,14706,TRUE,0,FALSE,NA,3959,"chr11_126351303_126351627_MLT1A0","MLT1A0","ERVL-MaLR","LTR_or_other",126351303,126351627,"+","downstream",3959
"ENSG00000038002.9","blue","ENSG00000038002","AGA",FALSE,"AGA","protein_coding","chr4",177430774,177442437,"-",177442437,11664,TRUE,0,FALSE,NA,2473,"chr4_177444911_177445732_LTR1A2","LTR1A2","ERV1","LTR_or_other",177444911,177445732,"+","upstream",-2473
"ENSG00000110172.12","salmon","ENSG00000110172","CHORDC1",FALSE,"CHORDC1","protein_coding","chr11",90200429,90223077,"-",90223077,22649,TRUE,0,FALSE,NA,3246,"chr11_90219400_90219830_MER9a3","MER9a3","ERVK","LTR_or_other",90219400,90219830,"+","downstream",3246
"ENSG00000272841.1","turquoise","ENSG00000272841","MAP3K4-AS1",FALSE,"MAP3K4-AS1","lncRNA","chr6",160990318,160992342,"-",160992342,2025,TRUE,0,FALSE,NA,5463,"chr6_160997806_160997871_MLT1O","MLT1O","ERVL-MaLR","LTR_or_other",160997806,160997871,"+","upstream",-5463
"ENSG00000262118.1","grey","ENSG00000262118","MTCO1P28",FALSE,"MTCO1P28","processed_pseudogene","chr16",3367719,3369246,"-",3369246,1528,TRUE,0,FALSE,NA,4901,"chr16_3363805_3364344_MER51A","MER51A","ERV1","LTR_or_other",3363805,3364344,"-","downstream",4901
"ENSG00000130726.12","brown","ENSG00000130726","TRIM28",FALSE,"TRIM28","protein_coding","chr19",58544064,58550722,"+",58544064,6659,TRUE,0,FALSE,NA,10446,"chr19_58533524_58533617_MLT1D","MLT1D","ERVL-MaLR","LTR_or_other",58533524,58533617,"+","upstream",-10446
"ENSG00000241634.1","grey","ENSG00000241634","ENSG00000241634",FALSE,"ENSG00000241634","processed_pseudogene","chr3",108543367,108543875,"-",108543875,509,TRUE,0,FALSE,NA,3356,"chr3_108540151_108540518_MLT1I","MLT1I","ERVL-MaLR","LTR_or_other",108540151,108540518,"+","downstream",3356
"ENSG00000104432.14","turquoise","ENSG00000104432","IL7",TRUE,"IL7","protein_coding","chr8",78675743,78805292,"-",78805292,129550,TRUE,0,FALSE,NA,12980,"chr8_78818273_78818574_MLT2B3","MLT2B3","ERVL","LTR_or_other",78818273,78818574,"-","upstream",-12980
"ENSG00000250900.6","greenyellow","ENSG00000250900","TRIM7-AS1",FALSE,"TRIM7-AS1","lncRNA","chr5",181198219,181203103,"+",181198219,4885,TRUE,0,FALSE,NA,4484,"chr5_181193200_181193734_LTR82A","LTR82A","ERVL","LTR_or_other",181193200,181193734,"+","upstream",-4484
"ENSG00000178966.17","tan","ENSG00000178966","RMI1",FALSE,"RMI1","protein_coding","chr9",83980798,84004074,"+",83980798,23277,TRUE,0,FALSE,NA,15455,"chr9_83965134_83965342_LTR16A1","LTR16A1","ERVL","LTR_or_other",83965134,83965342,"-","upstream",-15455
"ENSG00000104312.8","turquoise","ENSG00000104312","RIPK2",FALSE,"RIPK2","protein_coding","chr8",89757813,89791064,"+",89757813,33252,TRUE,1,TRUE,"ERV1",1539,"chr8_89755839_89756273_LTR7C","LTR7C","ERV1","LTR_or_other",89755839,89756273,"+","upstream",-1539
"ENSG00000259321.1","greenyellow","ENSG00000259321","ENSG00000259321",FALSE,"ENSG00000259321","lncRNA","chr14",24139455,24140444,"+",24139455,990,TRUE,0,FALSE,NA,34032,"chr14_24104917_24105422_MER9a3","MER9a3","ERVK","LTR_or_other",24104917,24105422,"-","upstream",-34032
"ENSG00000120647.10","red","ENSG00000120647","CCDC77",FALSE,"CCDC77","protein_coding","chr12",389321,442642,"+",389321,53322,TRUE,0,FALSE,NA,1159,"chr12_390481_390736_MLT2D","MLT2D","ERVL","LTR_or_other",390481,390736,"+","downstream",1159
"ENSG00000254633.2","blue","ENSG00000254633","ENSG00000254633",FALSE,"ENSG00000254633","transcribed_unitary_pseudogene","chr9",97276569,97295765,"+",97276569,19197,TRUE,1,TRUE,"ERV1",274,"chr9_97276844_97277279_MER4A1","MER4A1","ERV1","LTR_or_other",97276844,97277279,"-","downstream",274
"ENSG00000254867.1","salmon","ENSG00000254867","ENSG00000254867",FALSE,"ENSG00000254867","processed_pseudogene","chr11",65983679,65984331,"-",65984331,653,TRUE,0,FALSE,NA,12242,"chr11_65972016_65972088_MLT1B","MLT1B","ERVL-MaLR","LTR_or_other",65972016,65972088,"-","downstream",12242
"ENSG00000157456.8","saddlebrown","ENSG00000157456","CCNB2",FALSE,"CCNB2","protein_coding","chr15",59105146,59125045,"+",59105146,19900,TRUE,0,FALSE,NA,4452,"chr15_59100229_59100693_MLT1H","MLT1H","ERVL-MaLR","LTR_or_other",59100229,59100693,"-","upstream",-4452
"ENSG00000167191.12","tan","ENSG00000167191","GPRC5B",FALSE,"GPRC5B","protein_coding","chr16",19858468,19886167,"-",19886167,27700,TRUE,1,TRUE,"ERVL-MaLR",1157,"chr16_19887325_19887694_THE1B","THE1B","ERVL-MaLR","LTR_or_other",19887325,19887694,"-","upstream",-1157
"ENSG00000176383.9","black","ENSG00000176383","B3GNT4",FALSE,"B3GNT4","protein_coding","chr12",122203681,122208952,"+",122203681,5272,TRUE,0,FALSE,NA,6063,"chr12_122197465_122197617_LTR71A","LTR71A","ERV1","LTR_or_other",122197465,122197617,"-","upstream",-6063
"ENSG00000287855.1","blue","ENSG00000287855","ENSG00000287855",FALSE,"ENSG00000287855","lncRNA","chr16",817489,862843,"+",817489,45355,TRUE,0,FALSE,NA,2417,"chr16_819907_820035_MER34A","MER34A","ERV1","LTR_or_other",819907,820035,"+","downstream",2417
"ENSG00000210140.1","grey","ENSG00000210140","MT-TC",FALSE,"MT-TC","Mt_tRNA","chrM",5761,5825,"-",5825,65,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259802.1","purple","ENSG00000259802","ENSG00000259802",FALSE,"ENSG00000259802","lncRNA","chr5",10352701,10353601,"-",10353601,901,TRUE,0,FALSE,NA,7055,"chr5_10360657_10360738_MLT1O","MLT1O","ERVL-MaLR","LTR_or_other",10360657,10360738,"-","upstream",-7055
"ENSG00000169764.16","tan","ENSG00000169764","UGP2",FALSE,"UGP2","protein_coding","chr2",63840952,63891561,"+",63840952,50610,TRUE,0,FALSE,NA,6514,"chr2_63847467_63847912_LTR7","LTR7","ERV1","LTR_or_other",63847467,63847912,"-","downstream",6514
"ENSG00000289261.1","lightgreen","ENSG00000289261","ENSG00000289261",FALSE,"ENSG00000289261","lncRNA","chr2",237485694,237487137,"-",237487137,1444,TRUE,0,FALSE,NA,7465,"chr2_237479260_237479671_ERVL-E-int","ERVL-E-int","ERVL","internal",237479260,237479671,"-","downstream",7465
"ENSG00000286407.1","brown","ENSG00000286407","ENSG00000286407",FALSE,"ENSG00000286407","lncRNA","chr7",158957497,158958699,"-",158958699,1203,TRUE,0,FALSE,NA,2869,"chr7_158961569_158962014_MLT2B1","MLT2B1","ERVL","LTR_or_other",158961569,158962014,"+","upstream",-2869
"ENSG00000279583.1","black","ENSG00000279583","ENSG00000279583",FALSE,"ENSG00000279583","TEC","chr16",29595130,29596137,"-",29596137,1008,TRUE,0,FALSE,NA,7489,"chr16_29603627_29603822_MER4D","MER4D","ERV1","LTR_or_other",29603627,29603822,"+","upstream",-7489
"ENSG00000230876.8","blue","ENSG00000230876","LINC00486",FALSE,"LINC00486","lncRNA","chr2",32825359,32926693,"+",32825359,101335,TRUE,0,FALSE,NA,8308,"chr2_32816651_32817050_LTR86A1","LTR86A1","ERVL","LTR_or_other",32816651,32817050,"+","upstream",-8308
"ENSG00000125637.16","cyan","ENSG00000125637","PSD4",FALSE,"PSD4","protein_coding","chr2",113157325,113209396,"+",113157325,52072,TRUE,1,TRUE,"ERV1",573,"chr2_113156227_113156751_MER101","MER101","ERV1","LTR_or_other",113156227,113156751,"+","upstream",-573
"ENSG00000131187.10","pink","ENSG00000131187","F12",FALSE,"F12","protein_coding","chr5",177402141,177409564,"-",177409564,7424,TRUE,5,TRUE,"ERVL-MaLR",302,"chr5_177409867_177409933_MLT1L","MLT1L","ERVL-MaLR","LTR_or_other",177409867,177409933,"-","upstream",-302
"ENSG00000285766.1","grey","ENSG00000285766","ENSG00000285766",FALSE,"ENSG00000285766","lncRNA","chr3",43088236,43090443,"+",43088236,2208,TRUE,2,TRUE,"ERVL-MaLR",459,"chr3_43088696_43088923_MLT1L","MLT1L","ERVL-MaLR","LTR_or_other",43088696,43088923,"+","downstream",459
"ENSG00000214765.9","blue","ENSG00000214765","SEPTIN7P2",FALSE,"SEPTIN7P2","transcribed_unprocessed_pseudogene","chr7",45723780,45769042,"-",45769042,45263,TRUE,0,FALSE,NA,9066,"chr7_45778109_45778536_MLT1D","MLT1D","ERVL-MaLR","LTR_or_other",45778109,45778536,"-","upstream",-9066
"ENSG00000181827.16","grey","ENSG00000181827","RFX7",FALSE,"RFX7","protein_coding","chr15",56087280,56245082,"-",56245082,157803,TRUE,0,FALSE,NA,5557,"chr15_56250640_56250943_MLT2C1","MLT2C1","ERVL","LTR_or_other",56250640,56250943,"-","upstream",-5557
"ENSG00000146232.17","black","ENSG00000146232","NFKBIE",FALSE,"NFKBIE","protein_coding","chr6",44258166,44265788,"-",44265788,7623,TRUE,0,FALSE,NA,14820,"chr6_44280609_44280881_MLT1L","MLT1L","ERVL-MaLR","LTR_or_other",44280609,44280881,"+","upstream",-14820
"ENSG00000224965.1","steelblue","ENSG00000224965","LINC02586",FALSE,"LINC02586","lncRNA","chr1",110208834,110209987,"-",110209987,1154,TRUE,0,FALSE,NA,4413,"chr1_110205031_110205573_MLT1H1","MLT1H1","ERVL-MaLR","LTR_or_other",110205031,110205573,"+","downstream",4413
"ENSG00000236830.8","blue","ENSG00000236830","CBR3-AS1",FALSE,"CBR3-AS1","lncRNA","chr21",36131767,36175815,"-",36175815,44049,TRUE,3,TRUE,"ERVL-MaLR",6,"chr21_36175822_36175913_MLT1B","MLT1B","ERVL-MaLR","LTR_or_other",36175822,36175913,"-","upstream",-6
"ENSG00000131873.7","pink","ENSG00000131873","CHSY1",FALSE,"CHSY1","protein_coding","chr15",101175727,101252048,"-",101252048,76322,TRUE,0,FALSE,NA,9552,"chr15_101261601_101262455_MER21B","MER21B","ERVL","LTR_or_other",101261601,101262455,"-","upstream",-9552
"ENSG00000288935.1","black","ENSG00000288935","ENSG00000288935",FALSE,"ENSG00000288935","lncRNA","chr16",4307200,4307624,"-",4307624,425,TRUE,0,FALSE,NA,9178,"chr16_4298317_4298445_MLT1K","MLT1K","ERVL-MaLR","LTR_or_other",4298317,4298445,"+","downstream",9178
"ENSG00000104472.10","tan","ENSG00000104472","CHRAC1",FALSE,"CHRAC1","protein_coding","chr8",140511311,140517154,"+",140511311,5844,TRUE,0,FALSE,NA,3712,"chr8_140507389_140507598_LTR33A_","LTR33A_","ERVL","LTR_or_other",140507389,140507598,"-","upstream",-3712
"ENSG00000137497.19","brown","ENSG00000137497","NUMA1",FALSE,"NUMA1","protein_coding","chr11",72003887,72080336,"-",72080336,76450,TRUE,0,FALSE,NA,4554,"chr11_72075171_72075781_LTR50","LTR50","ERVL","LTR_or_other",72075171,72075781,"+","downstream",4554
"ENSG00000289574.1","grey","ENSG00000289574","ENSG00000289574",FALSE,"ENSG00000289574","lncRNA","chr3",179370392,179371971,"+",179370392,1580,TRUE,0,FALSE,NA,11825,"chr3_179358453_179358566_MLT1G","MLT1G","ERVL-MaLR","LTR_or_other",179358453,179358566,"-","upstream",-11825
"ENSG00000186862.20","turquoise","ENSG00000186862","PDZD7",FALSE,"PDZD7","protein_coding","chr10",101007837,101032295,"-",101032295,24459,TRUE,1,TRUE,"ERVK",1237,"chr10_101033533_101034560_LTR5A","LTR5A","ERVK","LTR_or_other",101033533,101034560,"-","upstream",-1237
"ENSG00000160062.15","grey60","ENSG00000160062","ZBTB8A",FALSE,"ZBTB8A","protein_coding","chr1",32539427,32605941,"+",32539427,66515,TRUE,0,FALSE,NA,2103,"chr1_32541531_32541906_MLT1A1","MLT1A1","ERVL-MaLR","LTR_or_other",32541531,32541906,"-","downstream",2103
"ENSG00000087510.7","royalblue","ENSG00000087510","TFAP2C",FALSE,"TFAP2C","protein_coding","chr20",56629306,56639283,"+",56629306,9978,TRUE,0,FALSE,NA,14448,"chr20_56643755_56643928_MLT1C","MLT1C","ERVL-MaLR","LTR_or_other",56643755,56643928,"+","downstream",14448
"ENSG00000277147.7","turquoise","ENSG00000277147","LINC00869",FALSE,"LINC00869","transcribed_unprocessed_pseudogene","chr1",149606209,149705716,"+",149606209,99508,TRUE,2,TRUE,"ERV1",1109,"chr1_149605052_149605099_MER31A","MER31A","ERV1","LTR_or_other",149605052,149605099,"+","upstream",-1109
"ENSG00000286750.1","grey","ENSG00000286750","ENSG00000286750",FALSE,"ENSG00000286750","lncRNA","chr17",76617959,76619128,"-",76619128,1170,TRUE,1,TRUE,"ERV1",1028,"chr17_76617834_76618099_LTR65","LTR65","ERV1","LTR_or_other",76617834,76618099,"-","downstream",1028
"ENSG00000287727.1","midnightblue","ENSG00000287727","ENSG00000287727",FALSE,"ENSG00000287727","lncRNA","chr1",10612222,10616452,"-",10616452,4231,TRUE,0,FALSE,NA,9973,"chr1_10606071_10606478_MLT1J","MLT1J","ERVL-MaLR","LTR_or_other",10606071,10606478,"-","downstream",9973
"ENSG00000068885.15","blue","ENSG00000068885","IFT80",FALSE,"IFT80","protein_coding","chr3",160256986,160399637,"-",160399637,142652,TRUE,0,FALSE,NA,3747,"chr3_160395491_160395889_MLT1K","MLT1K","ERVL-MaLR","LTR_or_other",160395491,160395889,"+","downstream",3747
