"priority_rank","gene","symbol","module","rank_in_module","MM","GS_AGE","is_GenAge","chromosome","gene_strand","TSS","window_start","window_end","erv_fragment_id","repeat_start","repeat_end","erv_strand","repName","repFamily","repeat_part","percent_divergence","epigenome_support_n","supporting_epigenomes","supported_in_E100","supported_in_E108","consensus_support","enhancer_states","TSS_distance","TSS_direction","signed_TSS_distance","same_strand","proximity_group","is_promoter_ERV_pair","promoter_main_context","overlaps_TSS","overlaps_first_exon","overlaps_other_exon","overlaps_intron","candidate_group","candidate_group_rank"
482,"ENSG00000145623.13","OSMR","pink",4,0.873798813472658,0.145147195929175,FALSE,"chr5","+",38845858,38745858,38945858,"chr5_38756577_38756936_MLT1A",38756577,38756936,"+","MLT1A","ERVL-MaLR","LTR_or_other",21.9,1,"E100",TRUE,FALSE,FALSE,"EnhA2",88922,"upstream",-88922,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
483,"ENSG00000119314.16","PTBP3","pink",30,0.780333091144214,0.144205907466202,FALSE,"chr9","-",112333664,112233664,112433664,"chr9_112392991_112399089_HERVK11-int",112392991,112399089,"-","HERVK11-int","ERVK","internal",7.8,1,"E100",TRUE,FALSE,FALSE,"EnhA2",59327,"upstream",-59327,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
484,"ENSG00000120254.16","MTHFD1L","pink",22,0.807572852973004,0.143430403977012,FALSE,"chr6","+",150865679,150765679,150965679,"chr6_150857630_150858046_LTR47B4",150857630,150858046,"+","LTR47B4","ERVL","LTR_or_other",11.3,1,"E108",FALSE,TRUE,FALSE,"EnhA2",7633,"upstream",-7633,TRUE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
485,"ENSG00000120254.16","MTHFD1L","pink",22,0.807572852973004,0.143430403977012,FALSE,"chr6","+",150865679,150765679,150965679,"chr6_150856970_150857593_LTR10E",150856970,150857593,"-","LTR10E","ERV1","LTR_or_other",19.7,1,"E108",FALSE,TRUE,FALSE,"EnhA2",8086,"upstream",-8086,FALSE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
486,"ENSG00000120254.16","MTHFD1L","pink",22,0.807572852973004,0.143430403977012,FALSE,"chr6","+",150865679,150765679,150965679,"chr6_150855903_150856692_LTR12_",150855903,150856692,"+","LTR12_","ERV1","LTR_or_other",7.4,1,"E108",FALSE,TRUE,FALSE,"EnhA2",8987,"upstream",-8987,TRUE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
487,"ENSG00000272037.1","ENSG00000272037","midnightblue",1,0.824581264438084,0.143196712448685,FALSE,"chr8","+",102256392,102156392,102356392,"chr8_102240576_102240716_LTR102_Mam",102240576,102240716,"-","LTR102_Mam","ERVL","LTR_or_other",10.4,1,"E108",FALSE,TRUE,FALSE,"EnhA1",15676,"upstream",-15676,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
488,"ENSG00000235070.3","ENSG00000235070","blue",20,0.872785716782705,0.139335097345513,FALSE,"chr2","-",226185371,226085371,226285371,"chr2_226145194_226145538_MLT1A0",226145194,226145538,"+","MLT1A0","ERVL-MaLR","LTR_or_other",24.9,1,"E108",FALSE,TRUE,FALSE,"EnhA2",39833,"downstream",39833,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
489,"ENSG00000235070.3","ENSG00000235070","blue",20,0.872785716782705,0.139335097345513,FALSE,"chr2","-",226185371,226085371,226285371,"chr2_226136755_226137138_MLT1F2",226136755,226137138,"-","MLT1F2","ERVL-MaLR","LTR_or_other",29,1,"E108",FALSE,TRUE,FALSE,"EnhA1",48233,"downstream",48233,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
490,"ENSG00000235070.3","ENSG00000235070","blue",20,0.872785716782705,0.139335097345513,FALSE,"chr2","-",226185371,226085371,226285371,"chr2_226132951_226133198_LTR16A2",226132951,226133198,"+","LTR16A2","ERVL","LTR_or_other",28.4,1,"E108",FALSE,TRUE,FALSE,"EnhA2",52173,"downstream",52173,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
491,"ENSG00000235070.3","ENSG00000235070","blue",20,0.872785716782705,0.139335097345513,FALSE,"chr2","-",226185371,226085371,226285371,"chr2_226132197_226132641_MER65A",226132197,226132641,"-","MER65A","ERV1","LTR_or_other",16.3,1,"E108",FALSE,TRUE,FALSE,"EnhA2",52730,"downstream",52730,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
492,"ENSG00000235070.3","ENSG00000235070","blue",20,0.872785716782705,0.139335097345513,FALSE,"chr2","-",226185371,226085371,226285371,"chr2_226129182_226129633_MLT1L",226129182,226129633,"-","MLT1L","ERVL-MaLR","LTR_or_other",32.4,1,"E108",FALSE,TRUE,FALSE,"EnhA1;EnhA2",55738,"downstream",55738,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
493,"ENSG00000287134.1","ENSG00000287134","midnightblue",17,0.694009850803986,0.134540431172588,FALSE,"chr8","+",13147389,13047389,13247389,"chr8_13052205_13052604_MLT2D",13052205,13052604,"-","MLT2D","ERVL","LTR_or_other",20.9,1,"E108",FALSE,TRUE,FALSE,"EnhA2",94785,"upstream",-94785,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
494,"ENSG00000287134.1","ENSG00000287134","midnightblue",17,0.694009850803986,0.134540431172588,FALSE,"chr8","+",13147389,13047389,13247389,"chr8_13244970_13245470_MLT1G3",13244970,13245470,"+","MLT1G3","ERVL-MaLR","LTR_or_other",23.1,1,"E100",TRUE,FALSE,FALSE,"EnhA1",97581,"downstream",97581,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
495,"ENSG00000287134.1","ENSG00000287134","midnightblue",17,0.694009850803986,0.134540431172588,FALSE,"chr8","+",13147389,13047389,13247389,"chr8_13245474_13245626_LTR16C",13245474,13245626,"+","LTR16C","ERVL","LTR_or_other",27,1,"E100",TRUE,FALSE,FALSE,"EnhA1",98085,"downstream",98085,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
496,"ENSG00000134548.11","SPX","blue",7,0.889426290643247,0.132069468913127,FALSE,"chr12","+",21526296,21426296,21626296,"chr12_21554274_21554498_LTR16B1",21554274,21554498,"+","LTR16B1","ERVL","LTR_or_other",25.4,1,"E108",FALSE,TRUE,FALSE,"EnhA2",27978,"downstream",27978,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
497,"ENSG00000246465.1","ENSG00000246465","blue",29,0.861198988248248,0.12734206060401,FALSE,"chr16","-",28287067,28187067,28387067,"chr16_28287960_28288392_LTR16B2",28287960,28288392,"-","LTR16B2","ERVL","LTR_or_other",24.9,1,"E100",TRUE,FALSE,FALSE,"EnhA1",893,"upstream",-893,TRUE,"within_10kb",TRUE,"upstream_promoter",FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
498,"ENSG00000246465.1","ENSG00000246465","blue",29,0.861198988248248,0.12734206060401,FALSE,"chr16","-",28287067,28187067,28387067,"chr16_28288413_28288926_ERV3-16A3_I-int",28288413,28288926,"-","ERV3-16A3_I-int","ERVL","internal",22.9,1,"E100",TRUE,FALSE,FALSE,"EnhA1",1346,"upstream",-1346,TRUE,"within_10kb",TRUE,"upstream_promoter",FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
499,"ENSG00000246465.1","ENSG00000246465","blue",29,0.861198988248248,0.12734206060401,FALSE,"chr16","-",28287067,28187067,28387067,"chr16_28283840_28284237_LTR16C",28283840,28284237,"+","LTR16C","ERVL","LTR_or_other",24.9,1,"E100",TRUE,FALSE,FALSE,"EnhA1;EnhA2",2830,"downstream",2830,FALSE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
500,"ENSG00000246465.1","ENSG00000246465","blue",29,0.861198988248248,0.12734206060401,FALSE,"chr16","-",28287067,28187067,28387067,"chr16_28283266_28283726_MLT1K",28283266,28283726,"-","MLT1K","ERVL-MaLR","LTR_or_other",24.5,1,"E100",TRUE,FALSE,FALSE,"EnhA2",3341,"downstream",3341,TRUE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
501,"ENSG00000246465.1","ENSG00000246465","blue",29,0.861198988248248,0.12734206060401,FALSE,"chr16","-",28287067,28187067,28387067,"chr16_28269335_28269387_ERV3-16A3_LTR",28269335,28269387,"-","ERV3-16A3_LTR","ERVL","LTR_or_other",27,1,"E100",TRUE,FALSE,FALSE,"EnhA2",17680,"downstream",17680,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
502,"ENSG00000246465.1","ENSG00000246465","blue",29,0.861198988248248,0.12734206060401,FALSE,"chr16","-",28287067,28187067,28387067,"chr16_28268845_28269024_ERV3-16A3_LTR",28268845,28269024,"-","ERV3-16A3_LTR","ERVL","LTR_or_other",27,1,"E100",TRUE,FALSE,FALSE,"EnhA2",18043,"downstream",18043,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
503,"ENSG00000246465.1","ENSG00000246465","blue",29,0.861198988248248,0.12734206060401,FALSE,"chr16","-",28287067,28187067,28387067,"chr16_28266425_28266718_MLT1D",28266425,28266718,"-","MLT1D","ERVL-MaLR","LTR_or_other",23.9,1,"E100",TRUE,FALSE,FALSE,"EnhA2",20349,"downstream",20349,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
504,"ENSG00000246465.1","ENSG00000246465","blue",29,0.861198988248248,0.12734206060401,FALSE,"chr16","-",28287067,28187067,28387067,"chr16_28262777_28263127_MLT1J2",28262777,28263127,"-","MLT1J2","ERVL-MaLR","LTR_or_other",25.9,1,"E100",TRUE,FALSE,FALSE,"EnhA1;EnhA2",23940,"downstream",23940,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
505,"ENSG00000251493.5","FOXD1","darkgreen",19,0.780516608352247,0.12385431277604,FALSE,"chr5","-",73448777,73348777,73548777,"chr5_73506512_73506621_MLT1I",73506512,73506621,"-","MLT1I","ERVL-MaLR","LTR_or_other",25.4,1,"E100",TRUE,FALSE,FALSE,"EnhA2",57735,"upstream",-57735,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
506,"ENSG00000228107.1","ENSG00000228107","midnightblue",11,0.71185763239389,0.121658661342547,FALSE,"chr21","+",36360630,36260630,36460630,"chr21_36330162_36330670_MER4E",36330162,36330670,"+","MER4E","ERV1","LTR_or_other",11.7,1,"E100",TRUE,FALSE,FALSE,"EnhA2",29960,"upstream",-29960,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
507,"ENSG00000228107.1","ENSG00000228107","midnightblue",11,0.71185763239389,0.121658661342547,FALSE,"chr21","+",36360630,36260630,36460630,"chr21_36327452_36327874_LTR54",36327452,36327874,"-","LTR54","ERV1","LTR_or_other",14.4,1,"E100",TRUE,FALSE,FALSE,"EnhA2",32756,"upstream",-32756,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
508,"ENSG00000228107.1","ENSG00000228107","midnightblue",11,0.71185763239389,0.121658661342547,FALSE,"chr21","+",36360630,36260630,36460630,"chr21_36431369_36431478_MLT1C",36431369,36431478,"+","MLT1C","ERVL-MaLR","LTR_or_other",18.9,1,"E100",TRUE,FALSE,FALSE,"EnhA2",70739,"downstream",70739,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
509,"ENSG00000182240.16","BACE2","pink",15,0.81641005461942,0.118410599754434,FALSE,"chr21","+",41167801,41067801,41267801,"chr21_41165091_41165418_PrimLTR79",41165091,41165418,"-","PrimLTR79","ERV1","LTR_or_other",16.5,1,"E108",FALSE,TRUE,FALSE,"EnhA2",2383,"upstream",-2383,FALSE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
510,"ENSG00000182240.16","BACE2","pink",15,0.81641005461942,0.118410599754434,FALSE,"chr21","+",41167801,41067801,41267801,"chr21_41251072_41251473_MLT1H",41251072,41251473,"-","MLT1H","ERVL-MaLR","LTR_or_other",30.4,1,"E108",FALSE,TRUE,FALSE,"EnhA2;EnhG1",83271,"downstream",83271,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
511,"ENSG00000198805.12","PNP","pink",25,0.800169265902324,0.11579970185395,FALSE,"chr14","+",20468954,20368954,20568954,"chr14_20498612_20498633_LTR37-int",20498612,20498633,"-","LTR37-int","ERV1","internal",20.6,1,"E100",TRUE,FALSE,FALSE,"EnhA2",29658,"downstream",29658,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
512,"ENSG00000198805.12","PNP","pink",25,0.800169265902324,0.11579970185395,FALSE,"chr14","+",20468954,20368954,20568954,"chr14_20414363_20414720_MLT1A0",20414363,20414720,"+","MLT1A0","ERVL-MaLR","LTR_or_other",19.9,1,"E108",FALSE,TRUE,FALSE,"EnhA1;EnhA2",54234,"upstream",-54234,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
513,"ENSG00000097046.13","CDC7","pink",29,0.786200727948064,0.107273761321433,FALSE,"chr1","+",91500851,91400851,91600851,"chr1_91552683_91552882_MLT1J2",91552683,91552882,"-","MLT1J2","ERVL-MaLR","LTR_or_other",26.5,1,"E108",FALSE,TRUE,FALSE,"EnhA2",51832,"downstream",51832,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
514,"ENSG00000097046.13","CDC7","pink",29,0.786200727948064,0.107273761321433,FALSE,"chr1","+",91500851,91400851,91600851,"chr1_91582205_91582319_MLT1L",91582205,91582319,"-","MLT1L","ERVL-MaLR","LTR_or_other",24.4,1,"E108",FALSE,TRUE,FALSE,"EnhA2",81354,"downstream",81354,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
515,"ENSG00000097046.13","CDC7","pink",29,0.786200727948064,0.107273761321433,FALSE,"chr1","+",91500851,91400851,91600851,"chr1_91582383_91582730_MLT1L",91582383,91582730,"-","MLT1L","ERVL-MaLR","LTR_or_other",26.9,1,"E108",FALSE,TRUE,FALSE,"EnhA2",81532,"downstream",81532,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
516,"ENSG00000285564.2","ENSG00000285564","blue",17,0.874341115821784,0.105069608305409,FALSE,"chr6","-",163346744,163246744,163446744,"chr6_163349768_163350235_MLT1C",163349768,163350235,"-","MLT1C","ERVL-MaLR","LTR_or_other",21.6,1,"E100",TRUE,FALSE,FALSE,"EnhA2",3024,"upstream",-3024,TRUE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
517,"ENSG00000105639.20","JAK3","pink",18,0.809677533378714,0.0938103555099005,FALSE,"chr19","-",17848032,17748032,17948032,"chr19_17865635_17865735_MLT1J",17865635,17865735,"+","MLT1J","ERVL-MaLR","LTR_or_other",26.7,1,"E108",FALSE,TRUE,FALSE,"EnhG1",17603,"upstream",-17603,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
518,"ENSG00000105639.20","JAK3","pink",18,0.809677533378714,0.0938103555099005,FALSE,"chr19","-",17848032,17748032,17948032,"chr19_17933989_17934042_MLT1B",17933989,17934042,"-","MLT1B","ERVL-MaLR","LTR_or_other",7.4,1,"E100",TRUE,FALSE,FALSE,"EnhA2",85957,"upstream",-85957,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
519,"ENSG00000132854.19","KANK4","darkgreen",23,0.737662576140149,0.0825007349603436,FALSE,"chr1","-",62319434,62219434,62419434,"chr1_62325250_62325495_ERV3-16A3_LTR",62325250,62325495,"+","ERV3-16A3_LTR","ERVL","LTR_or_other",26.4,1,"E108",FALSE,TRUE,FALSE,"EnhA2",5816,"upstream",-5816,FALSE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
520,"ENSG00000132854.19","KANK4","darkgreen",23,0.737662576140149,0.0825007349603436,FALSE,"chr1","-",62319434,62219434,62419434,"chr1_62337843_62338293_MLT1M",62337843,62338293,"-","MLT1M","ERVL-MaLR","LTR_or_other",29,1,"E108",FALSE,TRUE,FALSE,"EnhA1",18409,"upstream",-18409,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
521,"ENSG00000163873.10","GRIK3","darkgreen",21,0.757833615129057,0.080512266244199,FALSE,"chr1","-",37034515,36934515,37134515,"chr1_37110294_37110379_MLT1O",37110294,37110379,"+","MLT1O","ERVL-MaLR","LTR_or_other",21.2,1,"E100",TRUE,FALSE,FALSE,"EnhA2",75779,"upstream",-75779,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
522,"ENSG00000122477.13","LRRC39","blue",16,0.875744642156014,0.0795547966607825,FALSE,"chr1","-",100178273,100078273,100278273,"chr1_100180085_100180244_MLT1N2",100180085,100180244,"+","MLT1N2","ERVL-MaLR","LTR_or_other",30.8,1,"E108",FALSE,TRUE,FALSE,"EnhA2",1812,"upstream",-1812,FALSE,"within_10kb",TRUE,"upstream_promoter",FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
523,"ENSG00000122477.13","LRRC39","blue",16,0.875744642156014,0.0795547966607825,FALSE,"chr1","-",100178273,100078273,100278273,"chr1_100175488_100175526_MSTA",100175488,100175526,"+","MSTA","ERVL-MaLR","LTR_or_other",14.2,1,"E108",FALSE,TRUE,FALSE,"EnhG1",2747,"downstream",2747,FALSE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
524,"ENSG00000122477.13","LRRC39","blue",16,0.875744642156014,0.0795547966607825,FALSE,"chr1","-",100178273,100078273,100278273,"chr1_100174818_100175187_MSTA",100174818,100175187,"+","MSTA","ERVL-MaLR","LTR_or_other",14.2,1,"E108",FALSE,TRUE,FALSE,"EnhG1",3086,"downstream",3086,FALSE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
525,"ENSG00000122477.13","LRRC39","blue",16,0.875744642156014,0.0795547966607825,FALSE,"chr1","-",100178273,100078273,100278273,"chr1_100218031_100218131_LTR16A1",100218031,100218131,"+","LTR16A1","ERVL","LTR_or_other",24.8,1,"E108",FALSE,TRUE,FALSE,"EnhG1",39758,"upstream",-39758,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
526,"ENSG00000122477.13","LRRC39","blue",16,0.875744642156014,0.0795547966607825,FALSE,"chr1","-",100178273,100078273,100278273,"chr1_100267419_100267812_MLT1B",100267419,100267812,"-","MLT1B","ERVL-MaLR","LTR_or_other",14.7,1,"E108",FALSE,TRUE,FALSE,"EnhG1",89146,"upstream",-89146,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
527,"ENSG00000175832.13","ETV4","darkgreen",17,0.790198382907103,0.0736027392532919,FALSE,"chr17","-",43579620,43479620,43679620,"chr17_43590574_43590776_MER39",43590574,43590776,"-","MER39","ERV1","LTR_or_other",22,1,"E108",FALSE,TRUE,FALSE,"EnhA2",10954,"upstream",-10954,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
528,"ENSG00000175832.13","ETV4","darkgreen",17,0.790198382907103,0.0736027392532919,FALSE,"chr17","-",43579620,43479620,43679620,"chr17_43591082_43591364_MER39",43591082,43591364,"-","MER39","ERV1","LTR_or_other",23.4,1,"E108",FALSE,TRUE,FALSE,"EnhA1;EnhA2",11462,"upstream",-11462,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
529,"ENSG00000146112.12","PPP1R18","pink",19,0.809303616051047,0.0709528617626266,FALSE,"chr6","-",30687895,30587895,30787895,"chr6_30763173_30763589_MER39",30763173,30763589,"-","MER39","ERV1","LTR_or_other",17.6,1,"E108",FALSE,TRUE,FALSE,"EnhA2",75278,"upstream",-75278,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
530,"ENSG00000146112.12","PPP1R18","pink",19,0.809303616051047,0.0709528617626266,FALSE,"chr6","-",30687895,30587895,30787895,"chr6_30763744_30763875_MLT1J",30763744,30763875,"-","MLT1J","ERVL-MaLR","LTR_or_other",21.9,1,"E108",FALSE,TRUE,FALSE,"EnhA1;EnhA2",75849,"upstream",-75849,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
531,"ENSG00000146112.12","PPP1R18","pink",19,0.809303616051047,0.0709528617626266,FALSE,"chr6","-",30687895,30587895,30787895,"chr6_30763935_30764125_MLT1J",30763935,30764125,"-","MLT1J","ERVL-MaLR","LTR_or_other",37.7,1,"E108",FALSE,TRUE,FALSE,"EnhA1",76040,"upstream",-76040,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
532,"ENSG00000092758.18","COL9A3","darkgreen",12,0.809603237872446,0.066215372078312,FALSE,"chr20","+",62816244,62716244,62916244,"chr20_62873312_62873548_ERVL-E-int",62873312,62873548,"+","ERVL-E-int","ERVL","internal",31.6,1,"E108",FALSE,TRUE,FALSE,"EnhA2",57068,"downstream",57068,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
533,"ENSG00000092758.18","COL9A3","darkgreen",12,0.809603237872446,0.066215372078312,FALSE,"chr20","+",62816244,62716244,62916244,"chr20_62873549_62874539_LTR13",62873549,62874539,"+","LTR13","ERVK","LTR_or_other",5.6,1,"E108",FALSE,TRUE,FALSE,"EnhA1;EnhA2",57305,"downstream",57305,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
534,"ENSG00000092758.18","COL9A3","darkgreen",12,0.809603237872446,0.066215372078312,FALSE,"chr20","+",62816244,62716244,62916244,"chr20_62874540_62875101_ERVL-E-int",62874540,62875101,"+","ERVL-E-int","ERVL","internal",31.6,1,"E108",FALSE,TRUE,FALSE,"EnhA1;EnhA2",58296,"downstream",58296,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
535,"ENSG00000092758.18","COL9A3","darkgreen",12,0.809603237872446,0.066215372078312,FALSE,"chr20","+",62816244,62716244,62916244,"chr20_62875523_62875650_ERVL-E-int",62875523,62875650,"+","ERVL-E-int","ERVL","internal",32,1,"E100",TRUE,FALSE,FALSE,"EnhA2",59279,"downstream",59279,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
536,"ENSG00000182853.12","VMO1","darkgreen",18,0.787349354635706,0.0619961105372498,FALSE,"chr17","-",4786433,4686433,4886433,"chr17_4764615_4765024_MLT1K",4764615,4765024,"+","MLT1K","ERVL-MaLR","LTR_or_other",30,1,"E108",FALSE,TRUE,FALSE,"EnhA2",21409,"downstream",21409,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
537,"ENSG00000182853.12","VMO1","darkgreen",18,0.787349354635706,0.0619961105372498,FALSE,"chr17","-",4786433,4686433,4886433,"chr17_4764449_4764614_THE1C",4764449,4764614,"+","THE1C","ERVL-MaLR","LTR_or_other",4.8,1,"E108",FALSE,TRUE,FALSE,"EnhA2",21819,"downstream",21819,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
538,"ENSG00000223784.2","LINP1","blue",24,0.868050864538836,0.0573935622786946,FALSE,"chr10","+",6709530,6609530,6809530,"chr10_6737298_6737688_MLT1H",6737298,6737688,"+","MLT1H","ERVL-MaLR","LTR_or_other",22.4,1,"E100",TRUE,FALSE,FALSE,"EnhA2",27768,"downstream",27768,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
539,"ENSG00000223784.2","LINP1","blue",24,0.868050864538836,0.0573935622786946,FALSE,"chr10","+",6709530,6609530,6809530,"chr10_6748497_6749305_MER21C",6748497,6749305,"-","MER21C","ERVL","LTR_or_other",23.1,1,"E100",TRUE,FALSE,FALSE,"EnhA1",38967,"downstream",38967,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
540,"ENSG00000223784.2","LINP1","blue",24,0.868050864538836,0.0573935622786946,FALSE,"chr10","+",6709530,6609530,6809530,"chr10_6619815_6620206_LTR82A",6619815,6620206,"+","LTR82A","ERVL","LTR_or_other",28.6,1,"E108",FALSE,TRUE,FALSE,"EnhA2",89324,"upstream",-89324,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
541,"ENSG00000223784.2","LINP1","blue",24,0.868050864538836,0.0573935622786946,FALSE,"chr10","+",6709530,6609530,6809530,"chr10_6619737_6619799_LTR82A",6619737,6619799,"+","LTR82A","ERVL","LTR_or_other",29.9,1,"E108",FALSE,TRUE,FALSE,"EnhA2",89731,"upstream",-89731,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
542,"ENSG00000231731.7","ENSG00000231731","midnightblue",20,0.678448778184273,0.0413757340074379,FALSE,"chr2","+",127455394,127355394,127555394,"chr2_127513897_127514997_LTR27E",127513897,127514997,"+","LTR27E","ERV1","LTR_or_other",20.9,1,"E100",TRUE,FALSE,FALSE,"EnhA1;EnhA2",58503,"downstream",58503,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"single_epigenome_enhancer_ERV",5
