"gene","module","gene_clean","symbol","is_GenAge","symbol_gtf","gene_type","chromosome","gene_start","gene_end","strand","TSS","gene_length"
"ENSG00000166295.9","blue","ENSG00000166295","ANAPC16",FALSE,"ANAPC16","protein_coding","chr10",72220054,72235860,"+",72220054,15807
"ENSG00000270441.1","green","ENSG00000270441","LAMB2P1",FALSE,"LAMB2P1","unprocessed_pseudogene","chr3",49140086,49160851,"-",49160851,20766
"ENSG00000273216.1","grey","ENSG00000273216","ENSG00000273216",FALSE,"ENSG00000273216","lncRNA","chr22",29316744,29317220,"-",29317220,477
"ENSG00000256591.5","pink","ENSG00000256591","ENSG00000256591",FALSE,"ENSG00000256591","protein_coding","chr11",61430183,61436135,"+",61430183,5953
"ENSG00000280194.1","cyan","ENSG00000280194","ENSG00000280194",FALSE,"ENSG00000280194","TEC","chr19",35901561,35903771,"-",35903771,2211
"ENSG00000253981.6","turquoise","ENSG00000253981","ALG1L13P",FALSE,"ALG1L13P","transcribed_unprocessed_pseudogene","chr8",8234341,8244040,"-",8244040,9700
"ENSG00000111325.16","yellow","ENSG00000111325","OGFOD2",FALSE,"OGFOD2","protein_coding","chr12",122974683,122978897,"+",122974683,4215
"ENSG00000268545.1","blue","ENSG00000268545","VN1R107P",FALSE,"VN1R107P","unprocessed_pseudogene","chr19",57459912,57460120,"+",57459912,209
"ENSG00000213471.10","grey","ENSG00000213471","TTLL13P",FALSE,"TTLL13P","protein_coding","chr15",90249530,90265482,"+",90249530,15953
"ENSG00000132507.18","red","ENSG00000132507","EIF5A",FALSE,"EIF5A","protein_coding","chr17",7306999,7312463,"+",7306999,5465
"ENSG00000088826.18","lightcyan","ENSG00000088826","SMOX",FALSE,"SMOX","protein_coding","chr20",4120980,4187747,"+",4120980,66768
"ENSG00000226067.7","turquoise","ENSG00000226067","LINC00623",FALSE,"LINC00623","lncRNA","chr1",120952439,121009291,"+",120952439,56853
"ENSG00000100811.14","brown","ENSG00000100811","YY1",FALSE,"YY1","protein_coding","chr14",100238298,100282788,"+",100238298,44491
"ENSG00000090487.11","brown","ENSG00000090487","SPG21",FALSE,"SPG21","protein_coding","chr15",64963022,64990310,"-",64990310,27289
"ENSG00000253506.3","magenta","ENSG00000253506","NACA2",FALSE,"NACA2","protein_coding","chr17",61590421,61591219,"-",61591219,799
"ENSG00000236051.7","grey","ENSG00000236051","MYCBP2-AS1",FALSE,"MYCBP2-AS1","lncRNA","chr13",77026767,77129717,"+",77026767,102951
"ENSG00000184224.3","grey","ENSG00000184224","NDUFV1-DT",FALSE,"NDUFV1-DT","lncRNA","chr11",67602880,67605106,"-",67605106,2227
"ENSG00000113356.13","yellow","ENSG00000113356","POLR3G",FALSE,"POLR3G","protein_coding","chr5",90471748,90514557,"+",90471748,42810
"ENSG00000104140.7","royalblue","ENSG00000104140","RHOV",FALSE,"RHOV","protein_coding","chr15",40872214,40874234,"-",40874234,2021
"ENSG00000114626.18","salmon","ENSG00000114626","ABTB1",FALSE,"ABTB1","protein_coding","chr3",127672935,127680926,"+",127672935,7992
"ENSG00000213051.3","magenta","ENSG00000213051","RPL5P5",FALSE,"RPL5P5","processed_pseudogene","chr1",185226808,185227700,"-",185227700,893
"ENSG00000139714.12","darkorange","ENSG00000139714","MORN3",FALSE,"MORN3","protein_coding","chr12",121648742,121672631,"-",121672631,23890
"ENSG00000010017.13","tan","ENSG00000010017","RANBP9",FALSE,"RANBP9","protein_coding","chr6",13621713,13711835,"-",13711835,90123
"ENSG00000272156.1","salmon","ENSG00000272156","ENSG00000272156",FALSE,"ENSG00000272156","lncRNA","chr2",54082554,54085066,"+",54082554,2513
"ENSG00000224985.1","red","ENSG00000224985","ENSG00000224985",FALSE,"ENSG00000224985","lncRNA","chr1",161153760,161159349,"-",161159349,5590
"ENSG00000243829.1","magenta","ENSG00000243829","ENSG00000243829",FALSE,"ENSG00000243829","processed_pseudogene","chr19",49719498,49720081,"-",49720081,584
"ENSG00000231119.2","grey","ENSG00000231119","ENSG00000231119",FALSE,"ENSG00000231119","lncRNA","chr20",47352561,47354633,"+",47352561,2073
"ENSG00000259644.1","midnightblue","ENSG00000259644","ENSG00000259644",FALSE,"ENSG00000259644","lncRNA","chr15",29728186,29729531,"-",29729531,1346
"ENSG00000151364.17","green","ENSG00000151364","KCTD14",FALSE,"KCTD14","protein_coding","chr11",78016026,78046191,"-",78046191,30166
"ENSG00000273391.1","grey","ENSG00000273391","ENSG00000273391",FALSE,"ENSG00000273391","lncRNA","chr7",139359032,139359511,"-",139359511,480
"ENSG00000240494.2","pink","ENSG00000240494","RPS12P28",FALSE,"RPS12P28","processed_pseudogene","chr17",28655557,28655983,"+",28655557,427
"ENSG00000241693.2","grey","ENSG00000241693","RN7SL704P",FALSE,"RN7SL704P","misc_RNA","chr22",38231720,38231993,"+",38231720,274
"ENSG00000063660.9","grey60","ENSG00000063660","GPC1",FALSE,"GPC1","protein_coding","chr2",240435663,240468076,"+",240435663,32414
"ENSG00000146090.16","darkgreen","ENSG00000146090","RASGEF1C",FALSE,"RASGEF1C","protein_coding","chr5",180100795,180209211,"-",180209211,108417
"ENSG00000182612.10","turquoise","ENSG00000182612","TSPAN10",FALSE,"TSPAN10","protein_coding","chr17",81637171,81648749,"+",81637171,11579
"ENSG00000188383.8","blue","ENSG00000188383","GPAT2P2",FALSE,"GPAT2P2","unprocessed_pseudogene","chr2",97081098,97083249,"+",97081098,2152
"ENSG00000232615.4","grey","ENSG00000232615","ENSG00000232615",FALSE,"ENSG00000232615","processed_pseudogene","chr5",1614836,1616334,"+",1614836,1499
"ENSG00000248415.1","magenta","ENSG00000248415","GAPDHP61",FALSE,"GAPDHP61","processed_pseudogene","chr15",64528667,64529671,"-",64529671,1005
"ENSG00000131748.16","brown","ENSG00000131748","STARD3",FALSE,"STARD3","protein_coding","chr17",39637090,39664201,"+",39637090,27112
"ENSG00000188610.12","green","ENSG00000188610","FAM72B",FALSE,"FAM72B","protein_coding","chr1",121167646,121185539,"-",121185539,17894
"ENSG00000129990.15","lightyellow","ENSG00000129990","SYT5",FALSE,"SYT5","protein_coding","chr19",55171196,55180289,"-",55180289,9094
"ENSG00000255139.2","midnightblue","ENSG00000255139","ENSG00000255139",FALSE,"ENSG00000255139","lncRNA","chr11",59616332,59639861,"+",59616332,23530
"ENSG00000270265.1","grey","ENSG00000270265","ENSG00000270265",FALSE,"ENSG00000270265","lncRNA","chr4",151333775,151353224,"-",151353224,19450
"ENSG00000091106.19","red","ENSG00000091106","NLRC4",FALSE,"NLRC4","protein_coding","chr2",32224453,32265732,"-",32265732,41280
"ENSG00000281530.1","grey","ENSG00000281530","ENSG00000281530",FALSE,"ENSG00000281530","lncRNA","chr22",19061041,19061843,"-",19061843,803
"ENSG00000171462.15","red","ENSG00000171462","DLK2",FALSE,"DLK2","protein_coding","chr6",43450428,43456632,"-",43456632,6205
"ENSG00000106355.10","yellow","ENSG00000106355","LSM5",FALSE,"LSM5","protein_coding","chr7",32485338,32495283,"-",32495283,9946
"ENSG00000226525.5","magenta","ENSG00000226525","RPS7P10",FALSE,"RPS7P10","processed_pseudogene","chr13",21628413,21629015,"-",21629015,603
"ENSG00000273973.1","lightgreen","ENSG00000273973","ENSG00000273973",FALSE,"ENSG00000273973","lncRNA","chr12",55929170,55929729,"+",55929170,560
"ENSG00000196792.12","violet","ENSG00000196792","STRN3",FALSE,"STRN3","protein_coding","chr14",30893799,31026401,"-",31026401,132603
"ENSG00000116514.17","red","ENSG00000116514","RNF19B",FALSE,"RNF19B","protein_coding","chr1",32936445,32964809,"-",32964809,28365
"ENSG00000233966.1","grey","ENSG00000233966","UBE2SP1",FALSE,"UBE2SP1","processed_pseudogene","chr17",15704232,15704900,"-",15704900,669
"ENSG00000279203.1","midnightblue","ENSG00000279203","ENSG00000279203",FALSE,"ENSG00000279203","TEC","chr19",15383202,15383832,"-",15383832,631
"ENSG00000278576.1","grey","ENSG00000278576","ENSG00000278576",FALSE,"ENSG00000278576","lncRNA","chr14",88589231,88592408,"+",88589231,3178
"ENSG00000256278.1","blue","ENSG00000256278","ENSG00000256278",FALSE,"ENSG00000256278","lncRNA","chr15",84611689,84614969,"-",84614969,3281
"ENSG00000113319.13","pink","ENSG00000113319","RASGRF2",FALSE,"RASGRF2","protein_coding","chr5",80960363,81230162,"+",80960363,269800
"ENSG00000129968.17","yellow","ENSG00000129968","ABHD17A",FALSE,"ABHD17A","protein_coding","chr19",1876810,1885496,"-",1885496,8687
"ENSG00000148090.12","yellow","ENSG00000148090","AUH",FALSE,"AUH","protein_coding","chr9",91213815,91361918,"-",91361918,148104
"ENSG00000231861.3","grey","ENSG00000231861","OR5K2",FALSE,"OR5K2","protein_coding","chr3",98497681,98498631,"+",98497681,951
"ENSG00000112761.22","grey","ENSG00000112761","CCN6",FALSE,"CCN6","protein_coding","chr6",112054075,112069686,"+",112054075,15612
"ENSG00000286285.1","grey","ENSG00000286285","ENSG00000286285",FALSE,"ENSG00000286285","lncRNA","chr1",193457422,193465198,"+",193457422,7777
"ENSG00000261096.1","grey","ENSG00000261096","ENSG00000261096",FALSE,"ENSG00000261096","lncRNA","chr2",231809846,231812352,"+",231809846,2507
"ENSG00000139719.11","red","ENSG00000139719","VPS33A",FALSE,"VPS33A","protein_coding","chr12",122229564,122266494,"-",122266494,36931
"ENSG00000273173.5","grey","ENSG00000273173","SNURF",FALSE,"SNURF","protein_coding","chr15",24968083,24968829,"+",24968083,747
"ENSG00000232004.1","grey","ENSG00000232004","CAP1P2",FALSE,"CAP1P2","processed_pseudogene","chr10",43604843,43606251,"-",43606251,1409
"ENSG00000165997.5","lightcyan","ENSG00000165997","ARL5B",FALSE,"ARL5B","protein_coding","chr10",18659431,18681639,"+",18659431,22209
"ENSG00000138107.13","red","ENSG00000138107","ACTR1A",FALSE,"ACTR1A","protein_coding","chr10",102461881,102502712,"-",102502712,40832
"ENSG00000067601.9","purple","ENSG00000067601","PMS2P4",FALSE,"PMS2P4","transcribed_unprocessed_pseudogene","chr7",67139961,67302485,"-",67302485,162525
"ENSG00000277476.1","darkred","ENSG00000277476","ENSG00000277476",FALSE,"ENSG00000277476","lncRNA","chr17",68133201,68135935,"+",68133201,2735
"ENSG00000255507.7","grey","ENSG00000255507","UVRAG-DT",FALSE,"UVRAG-DT","lncRNA","chr11",75803431,75815209,"-",75815209,11779
"ENSG00000000003.15","grey","ENSG00000000003","TSPAN6",FALSE,"TSPAN6","protein_coding","chrX",100627108,100639991,"-",100639991,12884
"ENSG00000275569.1","grey","ENSG00000275569","ENSG00000275569",FALSE,"ENSG00000275569","lncRNA","chr14",56305838,56306394,"+",56305838,557
"ENSG00000254731.1","grey","ENSG00000254731","ENSG00000254731",FALSE,"ENSG00000254731","lncRNA","chr11",86703099,86714092,"+",86703099,10994
"ENSG00000122483.18","orange","ENSG00000122483","CCDC18",FALSE,"CCDC18","protein_coding","chr1",93179919,93278730,"+",93179919,98812
"ENSG00000147689.17","skyblue","ENSG00000147689","FAM83A",FALSE,"FAM83A","protein_coding","chr8",123178960,123210079,"+",123178960,31120
"ENSG00000285122.1","purple","ENSG00000285122","PIGY-DT",FALSE,"PIGY-DT","lncRNA","chr4",88523826,88524983,"+",88523826,1158
"ENSG00000275484.1","green","ENSG00000275484","ENSG00000275484",FALSE,"ENSG00000275484","lncRNA","chr11",67374416,67374932,"+",67374416,517
"ENSG00000289269.1","grey","ENSG00000289269","ENSG00000289269",FALSE,"ENSG00000289269","lncRNA","chr7",40064967,40065478,"+",40064967,512
"ENSG00000213212.3","midnightblue","ENSG00000213212","NCLP1",FALSE,"NCLP1","processed_pseudogene","chr9",136812788,136815536,"-",136815536,2749
"ENSG00000175334.8","yellow","ENSG00000175334","BANF1",FALSE,"BANF1","protein_coding","chr11",66002228,66004149,"+",66002228,1922
"ENSG00000176563.10","grey","ENSG00000176563","CNTD1",FALSE,"CNTD1","protein_coding","chr17",42798800,42811587,"+",42798800,12788
"ENSG00000231340.1","yellow","ENSG00000231340","ACTG1P10",FALSE,"ACTG1P10","processed_pseudogene","chrX",53143452,53143913,"-",53143913,462
"ENSG00000135045.7","red","ENSG00000135045","C9orf40",FALSE,"C9orf40","protein_coding","chr9",74946583,74952912,"-",74952912,6330
"ENSG00000113721.14","turquoise","ENSG00000113721","PDGFRB",TRUE,"PDGFRB","protein_coding","chr5",150113839,150155872,"-",150155872,42034
"ENSG00000215595.3","blue","ENSG00000215595","C20orf202",FALSE,"C20orf202","protein_coding","chr20",1203454,1209076,"+",1203454,5623
"ENSG00000155256.18","brown","ENSG00000155256","ZFYVE27",FALSE,"ZFYVE27","protein_coding","chr10",97737121,97760907,"+",97737121,23787
"ENSG00000275005.1","turquoise","ENSG00000275005","ENSG00000275005",FALSE,"ENSG00000275005","lncRNA","chr10",129845328,129845895,"+",129845328,568
"ENSG00000128254.16","turquoise","ENSG00000128254","YWHAH-AS1",FALSE,"YWHAH-AS1","lncRNA","chr22",31925519,31945499,"-",31945499,19981
"ENSG00000169967.17","grey","ENSG00000169967","MAP3K2",FALSE,"MAP3K2","protein_coding","chr2",127298668,127387975,"-",127387975,89308
"ENSG00000279903.1","midnightblue","ENSG00000279903","SLC7A2-IT1",FALSE,"SLC7A2-IT1","TEC","chr8",17500012,17500605,"+",17500012,594
"ENSG00000286885.2","purple","ENSG00000286885","ENSG00000286885",FALSE,"ENSG00000286885","lncRNA","chr6",17586899,17600262,"-",17600262,13364
"ENSG00000287242.1","grey","ENSG00000287242","ENSG00000287242",FALSE,"ENSG00000287242","lncRNA","chr12",124786783,124808790,"+",124786783,22008
"ENSG00000172428.11","yellow","ENSG00000172428","COPS9",FALSE,"COPS9","protein_coding","chr2",240126563,240136807,"-",240136807,10245
"ENSG00000147274.14","black","ENSG00000147274","RBMX",FALSE,"RBMX","protein_coding","chrX",136848035,136880764,"-",136880764,32730
"ENSG00000228237.5","grey","ENSG00000228237","EFCAB14-AS1",FALSE,"EFCAB14-AS1","lncRNA","chr1",46674036,46692098,"+",46674036,18063
"ENSG00000271751.1","grey","ENSG00000271751","ENSG00000271751",FALSE,"ENSG00000271751","lncRNA","chr11",119065263,119065677,"-",119065677,415
"ENSG00000259033.2","grey","ENSG00000259033","ENSG00000259033",FALSE,"ENSG00000259033","lncRNA","chr14",70255629,70343388,"+",70255629,87760
"ENSG00000155744.10","turquoise","ENSG00000155744","FAM126B",FALSE,"FAM126B","protein_coding","chr2",200973718,201061424,"-",201061424,87707
"ENSG00000178917.17","midnightblue","ENSG00000178917","ZNF852",FALSE,"ZNF852","protein_coding","chr3",44494847,44510636,"-",44510636,15790
"ENSG00000164743.5","turquoise","ENSG00000164743","C8orf48",FALSE,"C8orf48","protein_coding","chr8",13566869,13568288,"+",13566869,1420
"ENSG00000258472.9","grey","ENSG00000258472","ENSG00000258472",FALSE,"ENSG00000258472","protein_coding","chr17",28455752,28604275,"-",28604275,148524
"ENSG00000184612.8","grey","ENSG00000184612","RPL7P26",FALSE,"RPL7P26","processed_pseudogene","chr6",17530899,17531652,"-",17531652,754
"ENSG00000263968.2","midnightblue","ENSG00000263968","RN7SL381P",FALSE,"RN7SL381P","misc_RNA","chr16",85659378,85659675,"+",85659378,298
"ENSG00000133619.18","tan","ENSG00000133619","KRBA1",FALSE,"KRBA1","protein_coding","chr7",149714781,149734575,"+",149714781,19795
"ENSG00000234286.2","grey","ENSG00000234286","ENSG00000234286",FALSE,"ENSG00000234286","lncRNA","chr7",23679601,23680837,"-",23680837,1237
"ENSG00000130038.10","steelblue","ENSG00000130038","CRACR2A",FALSE,"CRACR2A","protein_coding","chr12",3606633,3764819,"-",3764819,158187
"ENSG00000189280.3","royalblue","ENSG00000189280","GJB5",FALSE,"GJB5","protein_coding","chr1",34755047,34758512,"+",34755047,3466
"ENSG00000029639.11","grey","ENSG00000029639","TFB1M",FALSE,"TFB1M","protein_coding","chr6",155257724,155314493,"-",155314493,56770
"ENSG00000259429.5","grey","ENSG00000259429","UBE2Q2P2",FALSE,"UBE2Q2P2","transcribed_unprocessed_pseudogene","chr15",82355142,82420075,"+",82355142,64934
"ENSG00000236603.2","magenta","ENSG00000236603","RANP1",FALSE,"RANP1","processed_pseudogene","chr6",30485940,30486590,"+",30485940,651
"ENSG00000182000.9","red","ENSG00000182000","PPIAP73",FALSE,"PPIAP73","processed_pseudogene","chr3",149984395,149984797,"+",149984395,403
"ENSG00000108387.16","turquoise","ENSG00000108387","SEPTIN4",FALSE,"SEPTIN4","protein_coding","chr17",58520250,58544368,"-",58544368,24119
"ENSG00000050344.9","pink","ENSG00000050344","NFE2L3",FALSE,"NFE2L3","protein_coding","chr7",26152198,26187137,"+",26152198,34940
"ENSG00000277258.5","turquoise","ENSG00000277258","PCGF2",FALSE,"PCGF2","protein_coding","chr17",38736090,38748378,"-",38748378,12289
"ENSG00000244558.6","green","ENSG00000244558","KCNK15-AS1",FALSE,"KCNK15-AS1","lncRNA","chr20",44694892,44738934,"-",44738934,44043
"ENSG00000244411.4","purple","ENSG00000244411","KRTAP5-7",FALSE,"KRTAP5-7","protein_coding","chr11",71527267,71528669,"+",71527267,1403
"ENSG00000136854.24","turquoise","ENSG00000136854","STXBP1",FALSE,"STXBP1","protein_coding","chr9",127579370,127696027,"+",127579370,116658
"ENSG00000236975.2","magenta","ENSG00000236975","LINC02814",FALSE,"LINC02814","lncRNA","chr1",229087114,229205428,"-",229205428,118315
"ENSG00000177853.15","blue","ENSG00000177853","ZNF518A",FALSE,"ZNF518A","protein_coding","chr10",96130529,96205288,"+",96130529,74760
"ENSG00000274308.1","grey","ENSG00000274308","ENSG00000274308",FALSE,"ENSG00000274308","processed_pseudogene","chr17",37140611,37141424,"-",37141424,814
"ENSG00000139547.8","salmon","ENSG00000139547","RDH16",FALSE,"RDH16","protein_coding","chr12",56951431,56959374,"-",56959374,7944
"ENSG00000253336.1","grey","ENSG00000253336","ENSG00000253336",FALSE,"ENSG00000253336","processed_pseudogene","chr8",123288355,123290503,"+",123288355,2149
"ENSG00000105642.16","lightyellow","ENSG00000105642","KCNN1",FALSE,"KCNN1","protein_coding","chr19",17951293,18000085,"+",17951293,48793
"ENSG00000164172.20","blue","ENSG00000164172","MOCS2",FALSE,"MOCS2","protein_coding","chr5",53095679,53109777,"-",53109777,14099
"ENSG00000126822.18","salmon","ENSG00000126822","PLEKHG3",FALSE,"PLEKHG3","protein_coding","chr14",64704102,64750249,"+",64704102,46148
"ENSG00000170935.8","grey","ENSG00000170935","NCBP2L",FALSE,"NCBP2L","protein_coding","chrX",107774899,107795829,"+",107774899,20931
"ENSG00000166822.13","darkred","ENSG00000166822","TMEM170A",FALSE,"TMEM170A","protein_coding","chr16",75443054,75465497,"-",75465497,22444
"ENSG00000167257.11","red","ENSG00000167257","RNF214",FALSE,"RNF214","protein_coding","chr11",117232625,117285231,"+",117232625,52607
"ENSG00000256538.2","yellow","ENSG00000256538","ENSG00000256538",FALSE,"ENSG00000256538","lncRNA","chr12",34037232,34058745,"+",34037232,21514
"ENSG00000249855.1","magenta","ENSG00000249855","EEF1A1P19",FALSE,"EEF1A1P19","processed_pseudogene","chr5",43495073,43496454,"-",43496454,1382
"ENSG00000228923.1","grey","ENSG00000228923","ENSG00000228923",FALSE,"ENSG00000228923","lncRNA","chr22",24516508,24518386,"+",24516508,1879
"ENSG00000231851.6","grey","ENSG00000231851","MRPS9-AS1",FALSE,"MRPS9-AS1","lncRNA","chr2",105092368,105103036,"-",105103036,10669
"ENSG00000188710.3","black","ENSG00000188710","QRFP",FALSE,"QRFP","protein_coding","chr9",130892707,130896812,"-",130896812,4106
"ENSG00000231933.7","midnightblue","ENSG00000231933","MYO18B-AS1",FALSE,"MYO18B-AS1","lncRNA","chr22",25876854,25903247,"-",25903247,26394
"ENSG00000180284.5","grey","ENSG00000180284","CNEP1R1P1",FALSE,"CNEP1R1P1","processed_pseudogene","chrX",103651735,103652106,"-",103652106,372
"ENSG00000130254.12","brown","ENSG00000130254","SAFB2",FALSE,"SAFB2","protein_coding","chr19",5586999,5624046,"-",5624046,37048
"ENSG00000171291.9","green","ENSG00000171291","ZNF439",FALSE,"ZNF439","protein_coding","chr19",11848726,11883750,"+",11848726,35025
"ENSG00000249741.2","turquoise","ENSG00000249741","ENSG00000249741",FALSE,"ENSG00000249741","processed_pseudogene","chr4",143911514,143912053,"-",143912053,540
"ENSG00000276916.1","grey","ENSG00000276916","ENSG00000276916",FALSE,"ENSG00000276916","lncRNA","chr13",113511747,113514473,"+",113511747,2727
"ENSG00000276945.1","grey","ENSG00000276945","ENSG00000276945",FALSE,"ENSG00000276945","unprocessed_pseudogene","chr5",61145846,61146376,"-",61146376,531
"ENSG00000168806.8","red","ENSG00000168806","LCMT2",FALSE,"LCMT2","protein_coding","chr15",43323649,43330582,"-",43330582,6934
