"erv_fragment_id","chromosome","repeat_start","repeat_end","repeat_length","erv_strand","repName","repFamily","repeat_part","percent_divergence","epigenome_support_n","supporting_epigenomes","supported_in_E100","supported_in_E108","enhancer_states","enhancer_overlap_pair_n","consensus_support"
"chr7_140196621_140197044_MLT1F2","chr7",140196621,140197044,424,"+","MLT1F2","ERVL-MaLR","LTR_or_other",19.1,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_140505735_140505944_MLT1B","chr7",140505735,140505944,210,"-","MLT1B","ERVL-MaLR","LTR_or_other",15.9,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr7_140506262_140506438_MLT1B","chr7",140506262,140506438,177,"-","MLT1B","ERVL-MaLR","LTR_or_other",15.9,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr7_140507910_140508374_MER34A","chr7",140507910,140508374,465,"+","MER34A","ERV1","LTR_or_other",16.9,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr7_140655609_140657702_HERV3-int","chr7",140655609,140657702,2094,"+","HERV3-int","ERV1","internal",18.8,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr7_141263746_141264356_MER77B","chr7",141263746,141264356,611,"-","MER77B","ERVL","LTR_or_other",18.5,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr7_141351184_141351651_MLT1H","chr7",141351184,141351651,468,"-","MLT1H","ERVL-MaLR","LTR_or_other",23.6,1,"E108",FALSE,TRUE,"EnhA1;EnhA2",2,FALSE
"chr7_141365684_141365937_MLT1C","chr7",141365684,141365937,254,"-","MLT1C","ERVL-MaLR","LTR_or_other",20.4,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr7_141674397_141674980_LTR84b","chr7",141674397,141674980,584,"+","LTR84b","ERVL","LTR_or_other",25.1,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_141674981_141675428_MLT1C","chr7",141674981,141675428,448,"+","MLT1C","ERVL-MaLR","LTR_or_other",18.4,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_143486286_143486530_THE1A","chr7",143486286,143486530,245,"-","THE1A","ERVL-MaLR","LTR_or_other",6.9,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_143499553_143499753_MLT1D","chr7",143499553,143499753,201,"+","MLT1D","ERVL-MaLR","LTR_or_other",18.5,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr7_143500041_143500315_MLT1D","chr7",143500041,143500315,275,"+","MLT1D","ERVL-MaLR","LTR_or_other",20.1,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr7_143500468_143500913_LTR78","chr7",143500468,143500913,446,"+","LTR78","ERV1","LTR_or_other",30.4,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_143898761_143899128_MSTD","chr7",143898761,143899128,368,"+","MSTD","ERVL-MaLR","LTR_or_other",19.9,1,"E100",TRUE,FALSE,"EnhG1",1,FALSE
"chr7_143900181_143900746_MLT1F2","chr7",143900181,143900746,566,"+","MLT1F2","ERVL-MaLR","LTR_or_other",19.1,1,"E100",TRUE,FALSE,"EnhA1",1,FALSE
"chr7_144834627_144835065_LTR36","chr7",144834627,144835065,439,"+","LTR36","ERV1","LTR_or_other",25.4,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr7_144842032_144842129_MER92C","chr7",144842032,144842129,98,"-","MER92C","ERV1","LTR_or_other",17.9,1,"E100",TRUE,FALSE,"EnhA1",1,FALSE
"chr7_144842438_144842865_MER92C","chr7",144842438,144842865,428,"-","MER92C","ERV1","LTR_or_other",17.9,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_147910519_147910875_THE1B","chr7",147910519,147910875,357,"-","THE1B","ERVL-MaLR","LTR_or_other",12.9,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_147911144_147911632_LTR24","chr7",147911144,147911632,489,"-","LTR24","ERV1","LTR_or_other",14.7,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_14834366_14834711_MLT1I","chr7",14834366,14834711,346,"+","MLT1I","ERVL-MaLR","LTR_or_other",29.6,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr7_148625731_148625977_LTR37B","chr7",148625731,148625977,247,"-","LTR37B","ERV1","LTR_or_other",22.3,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_149213988_149214439_MLT1C","chr7",149213988,149214439,452,"-","MLT1C","ERVL-MaLR","LTR_or_other",18.7,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_149564452_149564785_LTR16C","chr7",149564452,149564785,334,"+","LTR16C","ERVL","LTR_or_other",24,1,"E100",TRUE,FALSE,"EnhG1",1,FALSE
"chr7_149564786_149565233_MER65A","chr7",149564786,149565233,448,"+","MER65A","ERV1","LTR_or_other",17.1,1,"E100",TRUE,FALSE,"EnhG1",1,FALSE
"chr7_149663706_149664010_MLT1H-int","chr7",149663706,149664010,305,"+","MLT1H-int","ERVL-MaLR","internal",24.8,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr7_15012217_15012784_MLT1L","chr7",15012217,15012784,568,"+","MLT1L","ERVL-MaLR","LTR_or_other",28.9,1,"E108",FALSE,TRUE,"EnhA1;EnhA2",2,FALSE
"chr7_150322212_150322830_MER41B","chr7",150322212,150322830,619,"+","MER41B","ERV1","LTR_or_other",10.9,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_150361527_150361777_MLT1D","chr7",150361527,150361777,251,"+","MLT1D","ERVL-MaLR","LTR_or_other",21.9,1,"E100",TRUE,FALSE,"EnhA1",1,FALSE
"chr7_150362600_150363107_MER34B","chr7",150362600,150363107,508,"-","MER34B","ERV1","LTR_or_other",14.8,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr7_150374570_150374772_LTR39","chr7",150374570,150374772,203,"-","LTR39","ERV1","LTR_or_other",20.2,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr7_150377332_150377617_LTR39","chr7",150377332,150377617,286,"-","LTR39","ERV1","LTR_or_other",16,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr7_150385551_150385967_MER67C","chr7",150385551,150385967,417,"-","MER67C","ERV1","LTR_or_other",16.6,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr7_150386236_150386259_MER67C","chr7",150386236,150386259,24,"-","MER67C","ERV1","LTR_or_other",16.6,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr7_150386298_150386447_MER67C","chr7",150386298,150386447,150,"-","MER67C","ERV1","LTR_or_other",21.2,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr7_150479869_150480299_ERV3-16A3_LTR","chr7",150479869,150480299,431,"-","ERV3-16A3_LTR","ERVL","LTR_or_other",26.8,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_150480354_150480463_HERV16-int","chr7",150480354,150480463,110,"-","HERV16-int","ERVL","internal",28.3,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_150480993_150481067_HERV16-int","chr7",150480993,150481067,75,"-","HERV16-int","ERVL","internal",30.6,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_150521663_150521720_MLT1A0","chr7",150521663,150521720,58,"+","MLT1A0","ERVL-MaLR","LTR_or_other",13.8,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_150521793_150521959_MLT1A0","chr7",150521793,150521959,167,"-","MLT1A0","ERVL-MaLR","LTR_or_other",17.5,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_150570489_150571024_MLT1H","chr7",150570489,150571024,536,"-","MLT1H","ERVL-MaLR","LTR_or_other",27.7,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr7_150584843_150585004_HERVK3-int","chr7",150584843,150585004,162,"+","HERVK3-int","ERVK","internal",31.5,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_150584992_150585148_HERVK14-int","chr7",150584992,150585148,157,"+","HERVK14-int","ERVK","internal",10.2,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_150585270_150585666_HERVK14-int","chr7",150585270,150585666,397,"+","HERVK14-int","ERVK","internal",11.5,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr7_150585640_150585728_HERVK14-int","chr7",150585640,150585728,89,"+","HERVK14-int","ERVK","internal",22.5,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr7_150585731_150586225_LTR3B_","chr7",150585731,150586225,495,"+","LTR3B_","ERVK","LTR_or_other",10.8,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr7_150600_151006_MER31B","chr7",150600,151006,407,"-","MER31B","ERV1","LTR_or_other",21.7,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_150634006_150634071_MLT1I","chr7",150634006,150634071,66,"+","MLT1I","ERVL-MaLR","LTR_or_other",19.7,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_150677956_150678016_MLT1A1","chr7",150677956,150678016,61,"+","MLT1A1","ERVL-MaLR","LTR_or_other",26.2,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_150714444_150714681_MSTA","chr7",150714444,150714681,238,"+","MSTA","ERVL-MaLR","LTR_or_other",14.3,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_150714966_150715400_LTR16C","chr7",150714966,150715400,435,"-","LTR16C","ERVL","LTR_or_other",36.1,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_150722621_150723018_MER66B","chr7",150722621,150723018,398,"-","MER66B","ERV1","LTR_or_other",18.9,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr7_150735948_150736651_MER67C","chr7",150735948,150736651,704,"+","MER67C","ERV1","LTR_or_other",16.6,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr7_150784264_150784588_LTR72","chr7",150784264,150784588,325,"+","LTR72","ERV1","LTR_or_other",24.1,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_150788403_150788769_MLT1B","chr7",150788403,150788769,367,"-","MLT1B","ERVL-MaLR","LTR_or_other",16.9,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr7_1508496_1508839_MLT1C","chr7",1508496,1508839,344,"-","MLT1C","ERVL-MaLR","LTR_or_other",24.9,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_1509289_1509343_MLT1C","chr7",1509289,1509343,55,"-","MLT1C","ERVL-MaLR","LTR_or_other",23.6,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_151236148_151236195_MER66B","chr7",151236148,151236195,48,"-","MER66B","ERV1","LTR_or_other",18.8,2,"E100;E108",TRUE,TRUE,"EnhG1",2,TRUE
"chr7_151349776_151350771_LTR13","chr7",151349776,151350771,996,"-","LTR13","ERVK","LTR_or_other",11.8,2,"E100;E108",TRUE,TRUE,"EnhA2;EnhG2",2,TRUE
"chr7_151459447_151459612_MLT1C","chr7",151459447,151459612,166,"-","MLT1C","ERVL-MaLR","LTR_or_other",20.9,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr7_151473027_151473526_MLT1F2","chr7",151473027,151473526,500,"+","MLT1F2","ERVL-MaLR","LTR_or_other",23.5,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr7_151506935_151507067_MLT1H","chr7",151506935,151507067,133,"-","MLT1H","ERVL-MaLR","LTR_or_other",26.9,2,"E100;E108",TRUE,TRUE,"EnhA1",2,TRUE
"chr7_151694174_151694240_MLT1A0","chr7",151694174,151694240,67,"+","MLT1A0","ERVL-MaLR","LTR_or_other",16.5,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr7_151720284_151720343_MLT1L","chr7",151720284,151720343,60,"+","MLT1L","ERVL-MaLR","LTR_or_other",19,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr7_151924051_151924414_LTR33","chr7",151924051,151924414,364,"+","LTR33","ERVL","LTR_or_other",24.5,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr7_151926204_151926681_MLT1H1","chr7",151926204,151926681,478,"+","MLT1H1","ERVL-MaLR","LTR_or_other",26.8,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr7_151954666_151954723_LTR45C","chr7",151954666,151954723,58,"-","LTR45C","ERV1","LTR_or_other",19.6,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_151955055_151955472_LTR45C","chr7",151955055,151955472,418,"-","LTR45C","ERV1","LTR_or_other",12,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_152023110_152023513_MSTB2","chr7",152023110,152023513,404,"+","MSTB2","ERVL-MaLR","LTR_or_other",21.1,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_1520244_1520693_MLT2B3","chr7",1520244,1520693,450,"+","MLT2B3","ERVL","LTR_or_other",25.4,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_152024565_152024701_LTR16","chr7",152024565,152024701,137,"-","LTR16","ERVL","LTR_or_other",21.5,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_152027406_152027644_MER48","chr7",152027406,152027644,239,"-","MER48","ERV1","LTR_or_other",14.6,1,"E100",TRUE,FALSE,"EnhG1",1,FALSE
"chr7_152027645_152028676_LTR12D","chr7",152027645,152028676,1032,"-","LTR12D","ERV1","LTR_or_other",8.9,1,"E100",TRUE,FALSE,"EnhG1",1,FALSE
"chr7_152041271_152043490_HERVK9-int","chr7",152041271,152043490,2220,"-","HERVK9-int","ERVK","internal",5.3,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_152043489_152044044_HERVK9-int","chr7",152043489,152044044,556,"-","HERVK9-int","ERVK","internal",6.8,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_152054869_152055085_MLT2D","chr7",152054869,152055085,217,"-","MLT2D","ERVL","LTR_or_other",16.7,1,"E100",TRUE,FALSE,"EnhA1",1,FALSE
"chr7_1520722_1520923_MLT1G3","chr7",1520722,1520923,202,"-","MLT1G3","ERVL-MaLR","LTR_or_other",32.3,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_152076317_152076753_LTR16C","chr7",152076317,152076753,437,"-","LTR16C","ERVL","LTR_or_other",25.2,1,"E100",TRUE,FALSE,"EnhA1",1,FALSE
"chr7_1521127_1521167_THE1B","chr7",1521127,1521167,41,"-","THE1B","ERVL-MaLR","LTR_or_other",14,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_152369481_152369877_MSTB2","chr7",152369481,152369877,397,"+","MSTB2","ERVL-MaLR","LTR_or_other",20.1,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr7_152424824_152425110_MLT1H1","chr7",152424824,152425110,287,"-","MLT1H1","ERVL-MaLR","LTR_or_other",27.6,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_152806420_152806844_MLT1J","chr7",152806420,152806844,425,"-","MLT1J","ERVL-MaLR","LTR_or_other",30.2,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_152899049_152899161_LTR84a","chr7",152899049,152899161,113,"-","LTR84a","ERVL","LTR_or_other",29.9,2,"E100;E108",TRUE,TRUE,"EnhA1",2,TRUE
"chr7_152899353_152899423_LTR84a","chr7",152899353,152899423,71,"-","LTR84a","ERVL","LTR_or_other",14.5,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr7_152899418_152899479_LTR84a","chr7",152899418,152899479,62,"-","LTR84a","ERVL","LTR_or_other",19.4,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr7_152899495_152899926_MER57A1","chr7",152899495,152899926,432,"+","MER57A1","ERV1","LTR_or_other",13.2,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr7_152900240_152900609_MLT1B","chr7",152900240,152900609,370,"-","MLT1B","ERVL-MaLR","LTR_or_other",20.2,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_154423093_154423621_MER67A","chr7",154423093,154423621,529,"-","MER67A","ERV1","LTR_or_other",21,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_154424253_154424719_MLT1D","chr7",154424253,154424719,467,"-","MLT1D","ERVL-MaLR","LTR_or_other",22.3,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr7_154430309_154430633_MLT1A0","chr7",154430309,154430633,325,"-","MLT1A0","ERVL-MaLR","LTR_or_other",21.1,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_155165613_155166418_LTR1A1","chr7",155165613,155166418,806,"+","LTR1A1","ERV1","LTR_or_other",11.4,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr7_155206325_155206544_MLT1B","chr7",155206325,155206544,220,"-","MLT1B","ERVL-MaLR","LTR_or_other",21.2,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr7_155206545_155206954_MSTB","chr7",155206545,155206954,410,"-","MSTB","ERVL-MaLR","LTR_or_other",16.9,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr7_155206955_155207101_MLT1B","chr7",155206955,155207101,147,"-","MLT1B","ERVL-MaLR","LTR_or_other",21.2,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr7_155229003_155229359_MLT1B","chr7",155229003,155229359,357,"-","MLT1B","ERVL-MaLR","LTR_or_other",28.4,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_155256169_155256523_MLT1A","chr7",155256169,155256523,355,"+","MLT1A","ERVL-MaLR","LTR_or_other",24.9,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_155653367_155653639_MER21C","chr7",155653367,155653639,273,"+","MER21C","ERVL","LTR_or_other",24.4,1,"E100",TRUE,FALSE,"EnhA1",1,FALSE
"chr7_155653634_155653993_MER21C","chr7",155653634,155653993,360,"+","MER21C","ERVL","LTR_or_other",22.2,1,"E100",TRUE,FALSE,"EnhA1;EnhA2",2,FALSE
"chr7_15677450_15677553_LTR33","chr7",15677450,15677553,104,"+","LTR33","ERVL","LTR_or_other",35,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr7_15677578_15677819_LTR33","chr7",15677578,15677819,242,"+","LTR33","ERVL","LTR_or_other",26.8,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr7_156895106_156895192_MLT1H2","chr7",156895106,156895192,87,"+","MLT1H2","ERVL-MaLR","LTR_or_other",25.9,1,"E100",TRUE,FALSE,"EnhA1;EnhA2",2,FALSE
"chr7_156896360_156896548_THE1D","chr7",156896360,156896548,189,"-","THE1D","ERVL-MaLR","LTR_or_other",15.9,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_156896633_156896770_THE1D","chr7",156896633,156896770,138,"-","THE1D","ERVL-MaLR","LTR_or_other",15.2,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_156896870_156896935_THE1D","chr7",156896870,156896935,66,"-","THE1D","ERVL-MaLR","LTR_or_other",12.3,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_1571298_1571569_MER51B","chr7",1571298,1571569,272,"+","MER51B","ERV1","LTR_or_other",9.4,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_157150895_157151075_MLT1F","chr7",157150895,157151075,181,"-","MLT1F","ERVL-MaLR","LTR_or_other",24.1,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_157151092_157151183_MLT1F","chr7",157151092,157151183,92,"-","MLT1F","ERVL-MaLR","LTR_or_other",21.1,1,"E100",TRUE,FALSE,"EnhA1;EnhA2",2,FALSE
"chr7_1571875_1571943_MER51B","chr7",1571875,1571943,69,"+","MER51B","ERV1","LTR_or_other",9.4,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_1571944_1572371_MER41A","chr7",1571944,1572371,428,"-","MER41A","ERV1","LTR_or_other",9,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_157271781_157271868_MLT1D","chr7",157271781,157271868,88,"-","MLT1D","ERVL-MaLR","LTR_or_other",21.9,2,"E100;E108",TRUE,TRUE,"EnhA2;EnhG1",2,TRUE
"chr7_157271963_157272100_MLT1D","chr7",157271963,157272100,138,"-","MLT1D","ERVL-MaLR","LTR_or_other",23.9,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr7_157301645_157302050_MLT1B","chr7",157301645,157302050,406,"-","MLT1B","ERVL-MaLR","LTR_or_other",22.8,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_157346266_157346317_MER66B","chr7",157346266,157346317,52,"+","MER66B","ERV1","LTR_or_other",7.7,1,"E100",TRUE,FALSE,"EnhA1;EnhA2",2,FALSE
"chr7_157360091_157360438_THE1A","chr7",157360091,157360438,348,"-","THE1A","ERVL-MaLR","LTR_or_other",9.8,2,"E100;E108",TRUE,TRUE,"EnhG1;EnhG2",3,TRUE
"chr7_157853744_157854127_MLT1B","chr7",157853744,157854127,384,"+","MLT1B","ERVL-MaLR","LTR_or_other",22.2,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr7_158739674_158740202_MER49","chr7",158739674,158740202,529,"+","MER49","ERV1","LTR_or_other",19.1,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr7_158815961_158816141_MLT1D","chr7",158815961,158816141,181,"+","MLT1D","ERVL-MaLR","LTR_or_other",24.2,2,"E100;E108",TRUE,TRUE,"EnhA1",2,TRUE
"chr7_158816439_158816672_MLT1D","chr7",158816439,158816672,234,"+","MLT1D","ERVL-MaLR","LTR_or_other",22.4,2,"E100;E108",TRUE,TRUE,"EnhA1",2,TRUE
"chr7_158817073_158817770_MER4B","chr7",158817073,158817770,698,"+","MER4B","ERV1","LTR_or_other",14.5,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",5,TRUE
"chr7_158846289_158848642_MER4B-int","chr7",158846289,158848642,2354,"+","MER4B-int","ERV1","internal",11.2,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_158860952_158861491_MER67B","chr7",158860952,158861491,540,"+","MER67B","ERV1","LTR_or_other",19.1,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr7_158862276_158862443_LTR56","chr7",158862276,158862443,168,"-","LTR56","ERV1","LTR_or_other",25.3,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr7_158862679_158863424_LTR12","chr7",158862679,158863424,746,"-","LTR12","ERV1","LTR_or_other",7.1,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr7_158868979_158869209_MLT1G","chr7",158868979,158869209,231,"-","MLT1G","ERVL-MaLR","LTR_or_other",24.9,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_158887134_158887219_LTR16E1","chr7",158887134,158887219,86,"-","LTR16E1","ERVL","LTR_or_other",21.4,2,"E100;E108",TRUE,TRUE,"EnhA2;EnhG1",2,TRUE
"chr7_159015974_159016683_LTR39","chr7",159015974,159016683,710,"+","LTR39","ERV1","LTR_or_other",21.3,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr7_17785008_17785380_MSTB","chr7",17785008,17785380,373,"-","MSTB","ERVL-MaLR","LTR_or_other",16.7,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr7_17861402_17861999_MER50","chr7",17861402,17861999,598,"+","MER50","ERV1","LTR_or_other",22.1,2,"E100;E108",TRUE,TRUE,"EnhG1",2,TRUE
"chr7_18389246_18389652_MLT1J1","chr7",18389246,18389652,407,"-","MLT1J1","ERVL-MaLR","LTR_or_other",29.6,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_18502241_18502372_MLT1L","chr7",18502241,18502372,132,"-","MLT1L","ERVL-MaLR","LTR_or_other",29.9,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr7_18535948_18536416_LTR16C","chr7",18535948,18536416,469,"+","LTR16C","ERVL","LTR_or_other",27.9,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr7_18538792_18539164_MSTC","chr7",18538792,18539164,373,"-","MSTC","ERVL-MaLR","LTR_or_other",20.4,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_18573418_18575088_MER52A","chr7",18573418,18575088,1671,"-","MER52A","ERV1","LTR_or_other",16.3,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2;EnhG1",3,TRUE
"chr7_1875769_1876102_MLT1B","chr7",1875769,1876102,334,"+","MLT1B","ERVL-MaLR","LTR_or_other",27.9,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr7_187988_188409_MER34C_","chr7",187988,188409,422,"+","MER34C_","ERV1","LTR_or_other",20.4,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr7_1914278_1914613_MLT1D","chr7",1914278,1914613,336,"+","MLT1D","ERVL-MaLR","LTR_or_other",27.6,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr7_20219895_20220355_MLT1N2","chr7",20219895,20220355,461,"+","MLT1N2","ERVL-MaLR","LTR_or_other",31.9,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_21455308_21457089_MER50-int","chr7",21455308,21457089,1782,"-","MER50-int","ERV1","internal",11.6,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr7_21460146_21461799_LTR12C","chr7",21460146,21461799,1654,"-","LTR12C","ERV1","LTR_or_other",7.9,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_21580487_21580842_MLT1A0","chr7",21580487,21580842,356,"-","MLT1A0","ERVL-MaLR","LTR_or_other",20.6,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr7_22432745_22432826_MLT1L","chr7",22432745,22432826,82,"-","MLT1L","ERVL-MaLR","LTR_or_other",30.4,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr7_22578419_22578640_MLT1G","chr7",22578419,22578640,222,"-","MLT1G","ERVL-MaLR","LTR_or_other",16.4,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr7_22578725_22578926_MLT1G","chr7",22578725,22578926,202,"-","MLT1G","ERVL-MaLR","LTR_or_other",24.7,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr7_22588202_22588276_MLT1K","chr7",22588202,22588276,75,"-","MLT1K","ERVL-MaLR","LTR_or_other",26.7,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_22809500_22809950_MER4A1","chr7",22809500,22809950,451,"+","MER4A1","ERV1","LTR_or_other",12.4,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_22819197_22819247_LTR40b","chr7",22819197,22819247,51,"-","LTR40b","ERVL","LTR_or_other",23.5,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_22819630_22819855_LTR40b","chr7",22819630,22819855,226,"-","LTR40b","ERVL","LTR_or_other",22.7,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr7_22831592_22831955_MLT1B","chr7",22831592,22831955,364,"+","MLT1B","ERVL-MaLR","LTR_or_other",18.4,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
